"","featureid","mz","rt","DTXSID","DB_name","name_original","formula_cleaned","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"1648","315.23244-822.9",315.23244,822.9,"DTXSID3022370","DTXSID3022370","Progesterone","C21H30O2","nurse",NA,122676.0033,1,1
"1649","317.24871-945.1",317.24871,945.1,"DTXSID1036541","DTXSID1036541","Pregnenolone","C21H32O2","nurse",NA,1113340.351,0,1
"1650","317.24871-945.1",317.24871,945.1,"DTXSID9048190","DTXSID9048190","Methyl,abietate","C21H32O2","nurse",NA,1113340.351,0,1
"1651","317.24942-939.9",317.24942,939.9,"DTXSID9048190","DTXSID9048190","Methyl,abietate","C21H32O2","nurse",NA,882224.6683,0,1
"1652","317.24942-939.9",317.24942,939.9,"DTXSID1036541","DTXSID1036541","Pregnenolone","C21H32O2","nurse",NA,882224.6683,0,1
"1653","319.13631-140.1",319.13631,140.1,"DTXSID5044576","DTXSID5044576","Acetyltriethyl,citrate","C14H22O8","nurse",NA,129174.1558,1,1
"1654","319.26313-962.8",319.26313,962.8,"DTXSID1046342","DTXSID1046342","Eltanolone","C21H34O2","nurse",NA,150619.2715,0,1
"1655","319.26368-965.6",319.26368,965.6,"DTXSID1046342","DTXSID1046342","Eltanolone","C21H34O2","nurse",NA,149403.0288,0,1
"1656","319.26433-960.4",319.26433,960.4,"DTXSID1046342","DTXSID1046342","Eltanolone","C21H34O2","nurse",NA,156707.0677,0,1
"1657","320.23109-784",320.23109,784,"DTXSID4048806","DTXSID4048806","Dalcotidine","C18H29N3O2","nurse",NA,6365.954112,0,0
"1658","321.13081-360",321.13081,360,"DTXSID4041070","DTXSID4041070","Mycophenolic,acid","C17H20O6","nurse",NA,21406.99255,1,1
"1659","321.13081-360",321.13081,360,"DTXSID6045743","DTXSID6045743","Tricirbine","C13H16N6O4","nurse",NA,21406.99255,0,1
"1660","321.27884-988.7",321.27884,988.7,"DTXSID6046218","DTXSID6046218","Pregnandiol","C21H36O2","nurse",NA,8720.853932,0,0
"1661","323.1344-338.7",323.1344,338.7,"MTX844","DTXSID7042196-BTMR0165","","C13H22O9","nurse",NA,9687.205016,0,0
"1662","323.18627-760.6",323.18627,760.6,"DTXSID4022315","DTXSID4022315","Zearalanol","C18H26O5","nurse",NA,10622.12041,0,1
"1663","323.18631-651.6",323.18631,651.6,"DTXSID4022315","DTXSID4022315","Zearalanol","C18H26O5","nurse",NA,24839.71215,0,1
"1664","325.0474-165.5",325.0474,165.5,"MTX973","DTXSID9020116-BTMR0501","","C8H12N4O8S","nurse",NA,14738.43388,0,1
"1665","325.0474-165.5",325.0474,165.5,"MTX974","DTXSID9020116-BTMR0502","","C8H12N4O8S","nurse",NA,14738.43388,0,1
"1666","325.21719-791.7",325.21719,791.7,"DTXSID9046782","DTXSID9046782","Etonogestrel","C22H28O2","nurse",NA,79186.77289,0,1
"1667","325.2174-797",325.2174,797,"DTXSID9046782","DTXSID9046782","Etonogestrel","C22H28O2","nurse",NA,92686.15125,0,1
"1668","325.23752-831.6",325.23752,831.6,"DTXSID2045781","DTXSID2045781","Stilonium,iodide","C22H30INO","nurse",NA,84424.65013,0,1
"1669","325.31018-1141.6",325.31018,1141.6,"DTXSID9059412","DTXSID9059412","9-Octadecenoic,acid,(9Z),-,1-methylethyl,ester","C21H40O2","nurse",NA,1718.052524,0,0
"1670","327.08792-508.1",327.08792,508.1,"DTXSID3027403","DTXSID3027403","Tributyltin,chloride","C12H27ClSn","nurse",NA,1777.266811,0,0
"1671","327.09026-89.1",327.09026,89.1,"MTX942","DTXSID8041610-BTMR0165","","C11H18O11","nurse",NA,4715.552447,0,0
"1672","327.09026-89.1",327.09026,89.1,"DTXSID3027403","DTXSID3027403","Tributyltin,chloride","C12H27ClSn","nurse",NA,4715.552447,0,0
"1673","329.14363-277",329.14363,277,"MTX367","DTXSID3041293-BTMR0244","","C15H22NO7","nurse",NA,2570.727683,0,0
"1674","329.15007-506.9",329.15007,506.9,"MTX367","DTXSID3041293-BTMR0244","","C15H22NO7","nurse",NA,10602.3121,0,1
"1675","329.24756-999.9",329.24756,999.9,"DTXSID2057730","DTXSID2057730","Promestriene","C22H32O2","nurse",NA,635.5864886,0,0
"1676","329.24756-999.9",329.24756,999.9,"DTXSID6021240","DTXSID6021240","Retinol,acetate","C22H32O2","nurse",NA,635.5864886,1,0
"1677","329.24757-994",329.24757,994,"DTXSID6021240","DTXSID6021240","Retinol,acetate","C22H32O2","nurse",NA,582.7238662,1,0
"1678","329.24757-994",329.24757,994,"DTXSID2057730","DTXSID2057730","Promestriene","C22H32O2","nurse",NA,582.7238662,0,0
"1679","329.24759-794.7",329.24759,794.7,"DTXSID6021240","DTXSID6021240","Retinol,acetate","C22H32O2","nurse",NA,9604.791314,1,0
"1680","329.24759-794.7",329.24759,794.7,"DTXSID2057730","DTXSID2057730","Promestriene","C22H32O2","nurse",NA,9604.791314,0,0
"1681","331.09971-525.2",331.09971,525.2,"DTXSID9047598","DTXSID9047598","4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","C18H18O4S","nurse",NA,1111.329645,1,0
"1682","331.1885-724.9",331.1885,724.9,"DTXSID5025021","DTXSID5025021","Dicyclohexyl,phthalate","C20H26O4","nurse",NA,75718.50879,1,1
"1683","331.18861-727.7",331.18861,727.7,"DTXSID5025021","DTXSID5025021","Dicyclohexyl,phthalate","C20H26O4","nurse",NA,120868.5989,1,1
"1684","331.22494-886",331.22494,886,"DTXSID3020380","DTXSID3020380","Dehydroepiandrosterone,acetate","C21H30O3","nurse",NA,61614.65944,0,1
"1685","331.22494-886",331.22494,886,"DTXSID6040747","DTXSID6040747","17alpha-Hydroxyprogesterone","C21H30O3","nurse",NA,61614.65944,1,1
"1686","331.22494-886",331.22494,886,"DTXSID0045254","DTXSID0045254","21-Hydroxyprogesterone","C21H30O3","nurse",NA,61614.65944,0,1
"1687","331.22556-881.8",331.22556,881.8,"DTXSID6040747","DTXSID6040747","17alpha-Hydroxyprogesterone","C21H30O3","nurse",NA,66877.48527,1,1
"1688","331.22556-881.8",331.22556,881.8,"DTXSID3020380","DTXSID3020380","Dehydroepiandrosterone,acetate","C21H30O3","nurse",NA,66877.48527,0,1
"1689","331.22556-881.8",331.22556,881.8,"DTXSID0045254","DTXSID0045254","21-Hydroxyprogesterone","C21H30O3","nurse",NA,66877.48527,0,1
"1690","332.23044-777.3",332.23044,777.3,"DTXSID2046385","DTXSID2046385","Amindocate","C19H29N3O2","nurse",NA,24167.29516,0,1
"1691","332.24331-451.7",332.24331,451.7,"DTXSID6070142","DTXSID6070142",".beta.-Alanine,,N-(2-carboxyethyl)-N-[3-(octyloxy)propyl],-,monosodium,salt","C17H33NO5","nurse",NA,73007.02085,0,1
"1692","333.18075-295.6",333.18075,295.6,"DTXSID8024159","DTXSID8024159","Isoxaben","C18H24N2O4","nurse",NA,1648.241507,1,0
"1693","333.24103-895.7",333.24103,895.7,"DTXSID5023794","DTXSID5023794","Oxymetholone","C21H32O3","nurse",NA,94095.97501,0,1
"1694","333.24103-895.7",333.24103,895.7,"DTXSID9022576","DTXSID9022576","Alphaxalone","C21H32O3","nurse",NA,94095.97501,0,1
"1695","333.24147-891.6",333.24147,891.6,"DTXSID5023794","DTXSID5023794","Oxymetholone","C21H32O3","nurse",NA,98415.92034,0,1
"1696","333.24147-891.6",333.24147,891.6,"DTXSID9022576","DTXSID9022576","Alphaxalone","C21H32O3","nurse",NA,98415.92034,0,1
"1697","335.13737-357.6",335.13737,357.6,"DTXSID2020898","DTXSID2020898","Mitomycin,C","C15H18N4O5","nurse",NA,410406.8162,1,1
"1698","335.21986-609",335.21986,609,"DTXSID6025068","DTXSID6025068","Dihexyl,phthalate","C20H30O4","nurse",NA,95283.5481,1,1
"1699","335.2199-605.4",335.2199,605.4,"DTXSID6025068","DTXSID6025068","Dihexyl,phthalate","C20H30O4","nurse",NA,90145.39519,1,1
"1700","335.21994-613.9",335.21994,613.9,"DTXSID6025068","DTXSID6025068","Dihexyl,phthalate","C20H30O4","nurse",NA,102751.829,1,1
"1701","335.25831-968.5",335.25831,968.5,"DTXSID20316978","DTXSID20316978","tetradecyl,4-hydroxybenzoate","C21H34O3","nurse",NA,18473.25371,0,1
"1702","335.25842-972.4",335.25842,972.4,"DTXSID20316978","DTXSID20316978","tetradecyl,4-hydroxybenzoate","C21H34O3","nurse",NA,7940.473914,0,0
"1703","341.16631-733.5",341.16631,733.5,"DTXSID4045187","DTXSID4045187","Propionylpromazine,hydrochloride","C20H25ClN2OS","nurse",NA,53832.46934,0,1
"1704","341.16631-733.5",341.16631,733.5,"DTXSID7045653","DTXSID7045653","Cinanserin","C20H24N2OS","nurse",NA,53832.46934,0,1
"1705","341.209-793.1",341.209,793.1,"DTXSID4023381","DTXSID4023381","Norethindrone,acetate","C22H28O3","nurse",NA,54513.39813,0,1
"1706","341.209-793.1",341.209,793.1,"DTXSID3045930","DTXSID3045930","Canrenone","C22H28O3","nurse",NA,54513.39813,0,1
"1707","341.20913-788.8",341.20913,788.8,"DTXSID4023381","DTXSID4023381","Norethindrone,acetate","C22H28O3","nurse",NA,46278.19812,0,1
"1708","341.20913-788.8",341.20913,788.8,"DTXSID3045930","DTXSID3045930","Canrenone","C22H28O3","nurse",NA,46278.19812,0,1
"1709","341.20965-784.3",341.20965,784.3,"DTXSID3045930","DTXSID3045930","Canrenone","C22H28O3","nurse",NA,41524.49482,0,1
"1710","341.20965-784.3",341.20965,784.3,"DTXSID4023381","DTXSID4023381","Norethindrone,acetate","C22H28O3","nurse",NA,41524.49482,0,1
"1711","341.24789-945.8",341.24789,945.8,"DTXSID5057834","DTXSID5057834","Dimethisteron","C23H32O2","nurse",NA,389815.765,0,1
"1712","341.24789-945.8",341.24789,945.8,"DTXSID10242070","DTXSID10242070","6,6'-Di-tert-butyl-4,4'-methylenedi-o-cresol","C23H32O2","nurse",NA,389815.765,1,1
"1713","341.24789-945.8",341.24789,945.8,"DTXSID4020870","DTXSID4020870","2,2'-Methylenebis(4-methyl-6-tert-butylphenol)","C23H32O2","nurse",NA,389815.765,0,1
"1714","341.24865-948.1",341.24865,948.1,"DTXSID4020870","DTXSID4020870","2,2'-Methylenebis(4-methyl-6-tert-butylphenol)","C23H32O2","nurse",NA,345013.9524,0,1
"1715","341.24865-948.1",341.24865,948.1,"DTXSID5057834","DTXSID5057834","Dimethisteron","C23H32O2","nurse",NA,345013.9524,0,1
"1716","341.24865-948.1",341.24865,948.1,"DTXSID10242070","DTXSID10242070","6,6'-Di-tert-butyl-4,4'-methylenedi-o-cresol","C23H32O2","nurse",NA,345013.9524,1,1
"1717","341.24917-943.3",341.24917,943.3,"DTXSID10242070","DTXSID10242070","6,6'-Di-tert-butyl-4,4'-methylenedi-o-cresol","C23H32O2","nurse",NA,429051.9442,1,1
"1718","341.24917-943.3",341.24917,943.3,"DTXSID4020870","DTXSID4020870","2,2'-Methylenebis(4-methyl-6-tert-butylphenol)","C23H32O2","nurse",NA,429051.9442,0,1
"1719","341.24917-943.3",341.24917,943.3,"DTXSID5057834","DTXSID5057834","Dimethisteron","C23H32O2","nurse",NA,429051.9442,0,1
"1720","342.15615-195.2",342.15615,195.2,"MTX741","DTXSID6045169-BTMR1242","","C16H24ClN3O3","nurse",NA,147559.879,0,1
"1721","342.15619-183.8",342.15619,183.8,"MTX35","DTXSID0023537-BTMR0165","","C16H23NO7","nurse",NA,173550.356,0,1
"1722","343.2246-762.4",343.2246,762.4,"DTXSID001009330","DTXSID001009330","MEGESTROL","C22H30O3","nurse",NA,116856.3265,1,1
"1723","343.22466-767.4",343.22466,767.4,"DTXSID001009330","DTXSID001009330","MEGESTROL","C22H30O3","nurse",NA,107992.6235,1,1
"1724","344.18592-789.4",344.18592,789.4,"DTXSID6046686","DTXSID6046686","Cilomilast","C20H25NO4","nurse",NA,14859.72952,0,1
"1725","345.1709-780.9",345.1709,780.9,"MTX505","DTXSID4058601-BTMR0501","","C17H28O5S","nurse",NA,5885.298754,0,0
"1726","345.17103-786.2",345.17103,786.2,"MTX505","DTXSID4058601-BTMR0501","","C17H28O5S","nurse",NA,5488.423565,0,0
"1727","345.2043-705.4",345.2043,705.4,"DTXSID8051592","DTXSID8051592","Bisphenol,A,bis(2-hydroxypropyl),ether","C21H28O4","nurse",NA,14122.72048,0,1
"1728","345.20578-452.7",345.20578,452.7,"DTXSID8051592","DTXSID8051592","Bisphenol,A,bis(2-hydroxypropyl),ether","C21H28O4","nurse",NA,3754.385972,0,0
"1729","345.20614-516.1",345.20614,516.1,"DTXSID8051592","DTXSID8051592","Bisphenol,A,bis(2-hydroxypropyl),ether","C21H28O4","nurse",NA,12548.13623,0,1
"1730","345.2169-619.9",345.2169,619.9,"DTXSID6045909","DTXSID6045909","Oxyphencyclimine,hydrochloride","C20H29ClN2O3","nurse",NA,9910.421986,0,0
"1731","345.21699-624.9",345.21699,624.9,"DTXSID6045909","DTXSID6045909","Oxyphencyclimine,hydrochloride","C20H29ClN2O3","nurse",NA,12080.94512,0,1
"1732","345.23994-789.5",345.23994,789.5,"DTXSID9036515","DTXSID9036515","Testosterone,propionate","C22H32O3","nurse",NA,34873.49364,1,1
"1733","345.23994-789.5",345.23994,789.5,"DTXSID6045371","DTXSID6045371","Medrysone","C22H32O3","nurse",NA,34873.49364,0,1
"1734","345.23994-789.5",345.23994,789.5,"DTXSID0036508","DTXSID0036508","Medroxyprogesterone","C22H32O3","nurse",NA,34873.49364,0,1
"1735","345.24045-783.7",345.24045,783.7,"DTXSID9036515","DTXSID9036515","Testosterone,propionate","C22H32O3","nurse",NA,18930.91679,1,1
"1736","345.24045-783.7",345.24045,783.7,"DTXSID6045371","DTXSID6045371","Medrysone","C22H32O3","nurse",NA,18930.91679,0,1
"1737","345.24045-783.7",345.24045,783.7,"DTXSID0036508","DTXSID0036508","Medroxyprogesterone","C22H32O3","nurse",NA,18930.91679,0,1
"1738","347.22207-534.6",347.22207,534.6,"DTXSID6022474","DTXSID6022474","Corticosterone","C21H30O4","nurse",NA,69241.30475,0,1
"1739","347.22207-534.6",347.22207,534.6,"DTXSID8045642","DTXSID8045642","Cortodoxone","C21H30O4","nurse",NA,69241.30475,0,1
"1740","348.16384-147.6",348.16384,147.6,"MTX5","DTXSID0020074-BTMR0167","","C15H25NO8","nurse",NA,359.4860462,0,0
"1741","349.21163-921.9",349.21163,921.9,"DTXSID3049041","DTXSID3049041","SDZ,21009","C19H28N2O4","nurse",NA,19766.73459,0,1
"1742","349.21163-921.9",349.21163,921.9,"DTXSID2046670","DTXSID2046670","Roxatidine,acetate,hydrochloride","C19H29ClN2O4","nurse",NA,19766.73459,0,1
"1743","349.21181-925.9",349.21181,925.9,"DTXSID2046670","DTXSID2046670","Roxatidine,acetate,hydrochloride","C19H29ClN2O4","nurse",NA,10516.4156,0,1
"1744","349.21181-925.9",349.21181,925.9,"DTXSID3049041","DTXSID3049041","SDZ,21009","C19H28N2O4","nurse",NA,10516.4156,0,1
"1745","351.15785-805.7",351.15785,805.7,"DTXSID9057840","DTXSID9057840","Dienestrol,diacetate","C22H22O4","nurse",NA,680.3565151,0,0
"1746","355.17312-439.3",355.17312,439.3,"DTXSID8048288","DTXSID8048288","VALGANCICLOVIR","C14H22N6O5","nurse",NA,5679.763019,1,0
"1747","355.17312-439.3",355.17312,439.3,"MTX685","DTXSID6023523-BTMR0166","","C18H26O7","nurse",NA,5679.763019,0,0
"1748","355.18779-700.7",355.18779,700.7,"DTXSID8041242","DTXSID8041242","2,2,4-Trimethylpentane-1,3-diyl,dibenzoate","C22H26O4","nurse",NA,11115.13702,0,1
"1749","355.18779-700.7",355.18779,700.7,"DTXSID4021397","DTXSID4021397","(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic,acid","C22H26O4","nurse",NA,11115.13702,0,1
"1750","355.18779-700.7",355.18779,700.7,"DTXSID9027605","DTXSID9027605","Bis(2-ethylhexyl),dithiophosphate","C16H35O2PS2","nurse",NA,11115.13702,0,1
"1751","355.18832-673.5",355.18832,673.5,"DTXSID9027605","DTXSID9027605","Bis(2-ethylhexyl),dithiophosphate","C16H35O2PS2","nurse",NA,12280.88009,0,1
"1752","355.18832-673.5",355.18832,673.5,"DTXSID4021397","DTXSID4021397","(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic,acid","C22H26O4","nurse",NA,12280.88009,0,1
"1753","355.18832-673.5",355.18832,673.5,"DTXSID8041242","DTXSID8041242","2,2,4-Trimethylpentane-1,3-diyl,dibenzoate","C22H26O4","nurse",NA,12280.88009,0,1
"1754","355.22502-895.7",355.22502,895.7,"DTXSID0023036","DTXSID0023036","Etretinate","C23H30O3","nurse",NA,114562.4867,0,1
"1755","357.2026-605.7",357.2026,605.7,"DTXSID4048935","DTXSID4048935","N-[1-[1-Methyl-2-(2-thienyl)ethyl]-4-piperidyl]-N-phenylpropanamide,hydrochloride","C21H29ClN2OS","nurse",NA,40400.62317,0,1
"1756","357.2026-605.7",357.2026,605.7,"DTXSID9048936","DTXSID9048936","cis-N-(1-(2-(2-Thienyl)ethyl)-3-methyl-4-piperidyl)-N-phenylpropanamide,hydrochloride","C21H29ClN2OS","nurse",NA,40400.62317,0,1
"1757","357.24046-946.6",357.24046,946.6,"DTXSID20319580","DTXSID20319580","2,6-Di-tert-butyl-4-[methoxy(4-methoxyphenyl)methyl]phenol","C23H32O3","nurse",NA,92281.91621,1,1
"1758","357.24046-946.6",357.24046,946.6,"DTXSID8023004","DTXSID8023004","Estradiol,valerate","C23H32O3","nurse",NA,92281.91621,0,1
"1759","357.24046-946.6",357.24046,946.6,"DTXSID8057857","DTXSID8057857","Dehydropregnenolone,acetate","C23H32O3","nurse",NA,92281.91621,0,1
"1760","357.24093-941.5",357.24093,941.5,"DTXSID20319580","DTXSID20319580","2,6-Di-tert-butyl-4-[methoxy(4-methoxyphenyl)methyl]phenol","C23H32O3","nurse",NA,85506.70889,1,1
"1761","357.24093-941.5",357.24093,941.5,"DTXSID8023004","DTXSID8023004","Estradiol,valerate","C23H32O3","nurse",NA,85506.70889,0,1
"1762","357.24093-941.5",357.24093,941.5,"DTXSID8057857","DTXSID8057857","Dehydropregnenolone,acetate","C23H32O3","nurse",NA,85506.70889,0,1
"1763","358.19972-567.4",358.19972,567.4,"DTXSID8023345","DTXSID8023345","NALBUPHINE","C21H27NO4","nurse",NA,609.7022808,1,0
"1764","359.21951-640.2",359.21951,640.2,"DTXSID2045602","DTXSID2045602","Canrenoate,potassium","C22H29KO4","nurse",NA,103340.8235,0,1
"1765","359.21953-636.1",359.21953,636.1,"DTXSID2045602","DTXSID2045602","Canrenoate,potassium","C22H29KO4","nurse",NA,114304.6322,0,1
"1766","359.21961-632",359.21961,632,"DTXSID2045602","DTXSID2045602","Canrenoate,potassium","C22H29KO4","nurse",NA,109201.0741,0,1
"1767","361.17275-700.8",361.17275,700.8,"DTXSID3020918","DTXSID3020918","N,N'-Di-2-naphthyl-p-phenylenediamine","C26H20N2","nurse",NA,9873.972839,0,0
"1768","361.17301-704.3",361.17301,704.3,"DTXSID3020918","DTXSID3020918","N,N'-Di-2-naphthyl-p-phenylenediamine","C26H20N2","nurse",NA,6027.013053,0,0
"1769","361.20097-429.3",361.20097,429.3,"DTXSID5022857","DTXSID5022857","Cortisone","C21H28O5","nurse",NA,14043.77841,0,1
"1770","361.20097-429.3",361.20097,429.3,"DTXSID9021184","DTXSID9021184","Prednisolone","C21H28O5","nurse",NA,14043.77841,0,1
"1771","362.11694-433.5",362.11694,433.5,"DTXSID3029869","DTXSID3029869","Bezafibrate","C19H20ClNO4","nurse",NA,692.3275383,0,0
"1772","363.14534-529.9",363.14534,529.9,"DTXSID8027826","DTXSID8027826","Dicyclohexyl,sodium,sulfosuccinate","C16H26O7S","nurse",NA,523.4456351,0,0
"1773","363.18396-463.7",363.18396,463.7,"DTXSID3046324","DTXSID3046324","Mesulergine","C18H26N4O2S","nurse",NA,27130.11632,0,1
"1774","363.21688-452.4",363.21688,452.4,"DTXSID7020714","DTXSID7020714","Hydrocortisone","C21H30O5","nurse",NA,119172.7442,1,1
"1775","367.22455-761.9",367.22455,761.9,"DTXSID7046465","DTXSID7046465","Drospirenone","C24H30O3","nurse",NA,91023.43924,0,1
"1776","367.22473-764.8",367.22473,764.8,"DTXSID7046465","DTXSID7046465","Drospirenone","C24H30O3","nurse",NA,36240.68664,0,1
"1777","371.21952-732.8",371.21952,732.8,"DTXSID1034929","DTXSID1034929","Spiromesifen","C23H30O4","nurse",NA,197638.7042,0,1
"1778","371.2197-735.4",371.2197,735.4,"DTXSID1034929","DTXSID1034929","Spiromesifen","C23H30O4","nurse",NA,180458.0256,0,1
"1779","371.2199-729.3",371.2199,729.3,"DTXSID1034929","DTXSID1034929","Spiromesifen","C23H30O4","nurse",NA,163124.5013,0,1
"1780","372.15262-227.3",372.15262,227.3,"DTXSID4023179","DTXSID4023179","Isradipine","C19H21N3O5","nurse",NA,1175.992243,0,0
"1781","372.15834-616",372.15834,616,"DTXSID4023179","DTXSID4023179","Isradipine","C19H21N3O5","nurse",NA,1084.883696,0,0
"1782","372.15887-75.2",372.15887,75.2,"DTXSID4023179","DTXSID4023179","Isradipine","C19H21N3O5","nurse",NA,268.8516978,0,0
"1783","373.16728-614.5",373.16728,614.5,"DTXSID30865801","DTXSID30865801","Tetrahydrocurcumin","C21H24O6","nurse",NA,3789.101575,0,0
"1784","373.1986-386.7",373.1986,386.7,"DTXSID8023260","DTXSID8023260","Meprednisone","C22H28O5","nurse",NA,21767.94962,0,1
"1785","373.23526-879.8",373.23526,879.8,"DTXSID4045474","DTXSID4045474","Rimexolone","C23H32O4","nurse",NA,58552.80659,0,1
"1786","373.23526-879.8",373.23526,879.8,"DTXSID6022894","DTXSID6022894","Deoxycorticosterone,acetate","C23H32O4","nurse",NA,58552.80659,0,1
"1787","373.23547-876.4",373.23547,876.4,"DTXSID4045474","DTXSID4045474","Rimexolone","C23H32O4","nurse",NA,59834.71984,0,1
"1788","373.23547-876.4",373.23547,876.4,"DTXSID6022894","DTXSID6022894","Deoxycorticosterone,acetate","C23H32O4","nurse",NA,59834.71984,0,1
"1789","374.21959-297.6",374.21959,297.6,"DTXSID7048588","DTXSID7048588","Bunazosin,hydrochloride","C19H28ClN5O3","nurse",NA,555.7071892,0,0
"1790","375.21418-602.4",375.21418,602.4,"DTXSID7023300","DTXSID7023300","Methylprednisolone","C22H30O5","nurse",NA,14492.31066,1,1
"1791","375.21418-607.4",375.21418,607.4,"DTXSID7023300","DTXSID7023300","Methylprednisolone","C22H30O5","nurse",NA,13142.9847,1,1
"1792","375.21425-609.7",375.21425,609.7,"DTXSID7023300","DTXSID7023300","Methylprednisolone","C22H30O5","nurse",NA,28265.17633,1,1
"1793","377.14125-91.5",377.14125,91.5,"MTX542","DTXSID5020576-BTMR0512","","C20H24O5S","nurse",NA,28300.11963,0,1
"1794","377.14125-91.5",377.14125,91.5,"DTXSID0048507","DTXSID0048507","PharmaGSID_48507","C18H19ClF2N4O3","nurse",NA,28300.11963,0,1
"1795","377.14144-99.1",377.14144,99.1,"DTXSID0048507","DTXSID0048507","PharmaGSID_48507","C18H19ClF2N4O3","nurse",NA,17151.24663,0,1
"1796","377.14144-99.1",377.14144,99.1,"MTX542","DTXSID5020576-BTMR0512","","C20H24O5S","nurse",NA,17151.24663,0,1
"1797","377.19336-695",377.19336,695,"DTXSID3047346","DTXSID3047346","SSR162369","C18H22F2N6O","nurse",NA,7200.608457,0,0
"1798","381.20251-640.4",381.20251,640.4,"DTXSID7047146","DTXSID7047146","Diethylstilbestrol,dipropionate","C24H28O4","nurse",NA,55853.58532,0,1
"1799","381.2028-636.1",381.2028,636.1,"DTXSID7047146","DTXSID7047146","Diethylstilbestrol,dipropionate","C24H28O4","nurse",NA,60632.40612,0,1
"1800","381.20351-631.8",381.20351,631.8,"DTXSID7047146","DTXSID7047146","Diethylstilbestrol,dipropionate","C24H28O4","nurse",NA,55738.0634,0,1
"1801","381.24048-916.7",381.24048,916.7,"DTXSID3072298","DTXSID3072298","2-Propen-1-one,,1,3-bis[4-(pentyloxy)phenyl]-","C25H32O3","nurse",NA,13572.59141,0,1
"1802","381.24059-943.6",381.24059,943.6,"DTXSID3072298","DTXSID3072298","2-Propen-1-one,,1,3-bis[4-(pentyloxy)phenyl]-","C25H32O3","nurse",NA,35372.54824,0,1
"1803","381.37262-1050.7",381.37262,1050.7,"DTXSID2066359","DTXSID2066359","Docosyl,acrylate","C25H48O2","nurse",NA,1023.635079,0,0
"1804","381.37264-1040.9",381.37264,1040.9,"DTXSID2066359","DTXSID2066359","Docosyl,acrylate","C25H48O2","nurse",NA,997.7125004,0,0
"1805","383.11914-396.1",383.11914,396.1,"MTX567","DTXSID5022437-BTMR0196","","C18H22O7S","nurse",NA,6.507807237,0,0
"1806","384.32468-741.2",384.32468,741.2,"DTXSID9048809","DTXSID9048809","Melinamide","C26H41NO","nurse",NA,16877.54676,0,1
"1807","384.3252-745.5",384.3252,745.5,"DTXSID9048809","DTXSID9048809","Melinamide","C26H41NO","nurse",NA,14342.16456,0,1
