"","featureid","mz","rt","DTXSID","DB_name","name_original","Formula","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"2012","194.11847-401.5",194.1185,401.5,"DTXSID6048886","DTXSID6048886","2,5-Dimethoxyamphetamine,hydrochloride","C11H18ClNO2","nurse",NA,1929.434,0,0
"2013","195.06606-342.4",195.0661,342.4,"DTXSID9041653","DTXSID9041653","Methyl,2,4-dihydroxy-3,6-dimethylbenzoate","C10H12O4","nurse",NA,15999.08,1,1
"2014","195.06606-342.4",195.0661,342.4,"DTXSID2026232","DTXSID2026232","2',4',5'-Trihydroxybutyrophenone","C10H12O4","nurse",NA,15999.08,0,1
"2015","195.06606-342.4",195.0661,342.4,"DTXSID4047703","DTXSID4047703","Maltol,isobutyrate","C10H12O4","nurse",NA,15999.08,0,1
"2016","195.06606-342.4",195.0661,342.4,"DTXSID3044752","DTXSID3044752","Diprop-2-en-1-yl,(2Z)-but-2-enedioate","C10H12O4","nurse",NA,15999.08,0,1
"2017","195.06606-342.4",195.0661,342.4,"DTXSID7041752","DTXSID7041752","Cantharidin","C10H12O4","nurse",NA,15999.08,0,1
"2018","197.06049-367.2",197.0605,367.2,"DTXSID5047879","DTXSID5047879","2-Hydroxybenzophenone","C13H10O2","nurse",NA,7224.436,0,0
"2019","197.06049-367.2",197.0605,367.2,"DTXSID3028005","DTXSID3028005","3-Phenoxybenzaldehyde","C13H10O2","nurse",NA,7224.436,0,0
"2020","197.06049-367.2",197.0605,367.2,"DTXSID0048210","DTXSID0048210","Phenyl,benzoate","C13H10O2","nurse",NA,7224.436,0,0
"2021","199.07612-372.2",199.0761,372.2,"DTXSID2020717","DTXSID2020717","4-(Benzyloxyl)phenol","C13H12O2","nurse",NA,51108.98,0,1
"2022","199.07612-372.2",199.0761,372.2,"DTXSID2044890","DTXSID2044890","2-[(4-Hydroxyphenyl)methyl]phenol","C13H12O2","nurse",NA,51108.98,0,1
"2023","199.07612-372.2",199.0761,372.2,"DTXSID4022446","DTXSID4022446","2,2'-Bisphenol,F","C13H12O2","nurse",NA,51108.98,0,1
"2024","199.07612-372.2",199.0761,372.2,"DTXSID7027756","DTXSID7027756","3-Phenoxybenzenemethanol","C13H12O2","nurse",NA,51108.98,0,1
"2025","199.07612-372.2",199.0761,372.2,"DTXSID9022445","DTXSID9022445","Bis(4-hydroxyphenyl)methane","C13H12O2","nurse",NA,51108.98,0,1
"2026","199.09722-132.9",199.0972,132.9,"DTXSID3026566","DTXSID3026566","Dimethyl,hexahydroterephthalate","C10H16O4","nurse",NA,20335.44,1,1
"2027","199.09722-132.9",199.0972,132.9,"DTXSID1029255","DTXSID1029255","Dimethyl,trans-cyclohexane-1,4-dicarboxylate","C10H16O4","nurse",NA,20335.44,0,1
"2028","199.17043-727.4",199.1704,727.4,"DTXSID5041487","DTXSID5041487","3,7-Dimethyloctan-3-yl,acetate","C12H24O2","nurse",NA,10753714,0,1
"2029","199.17043-727.4",199.1704,727.4,"DTXSID8047189","DTXSID8047189","Decyl,acetate","C12H24O2","nurse",NA,10753714,0,1
"2030","199.17043-727.4",199.1704,727.4,"DTXSID3047552","DTXSID3047552","Hexyl,hexanoate","C12H24O2","nurse",NA,10753714,1,1
"2031","199.17043-727.4",199.1704,727.4,"DTXSID5021590","DTXSID5021590","Dodecanoic,acid","C12H24O2","nurse",NA,10753714,0,1
"2032","201.02292-289.1",201.0229,289.1,"MTX213","DTXSID2021864-BTMR0197","","C8H10O4S","nurse",NA,981064.6,0,1
"2033","202.05078-299.5",202.0508,299.5,"DTXSID3042053","DTXSID3042053","Indole-3-pyruvic,acid","C11H9NO3","nurse",NA,21639.36,0,1
"2034","203.00199-193.9",203.002,193.9,"DTXSID70220051","DTXSID70220051","4-(2,2-Dimethylpropyl)-3H-1,2-dithiole-3-thione","C8H12S3","nurse",NA,2255017,1,1
"2035","203.00199-193.9",203.002,193.9,"MTX22","DTXSID0022012-BTMR0196","","C7H8O5S","nurse",NA,2255017,0,1
"2036","203.08273-168.3",203.0827,168.3,"DTXSID5021419","DTXSID5021419","l-Tryptophan","C11H12N2O2","nurse",NA,3968590,0,1
"2037","203.08273-168.3",203.0827,168.3,"DTXSID6045161","DTXSID6045161","Idazoxan","C11H12N2O2","nurse",NA,3968590,0,1
"2038","203.08273-168.3",203.0827,168.3,"DTXSID0046989","DTXSID0046989","d-Tryptophan","C11H12N2O2","nurse",NA,3968590,0,1
"2039","203.10716-550.3",203.1072,550.3,"DTXSID3047554","DTXSID3047554","(3Z)-Hex-3-en-1-yl,benzoate","C13H16O2","nurse",NA,1283.525,0,0
"2040","203.10716-550.3",203.1072,550.3,"DTXSID9044748","DTXSID9044748","(1-Hydroxycyclohexyl)(phenyl)methanone","C13H16O2","nurse",NA,1283.525,0,0
"2041","203.10716-550.3",203.1072,550.3,"DTXSID8047684","DTXSID8047684","Phenethyl,tiglate","C13H16O2","nurse",NA,1283.525,0,0
"2042","203.10734-336.9",203.1073,336.9,"DTXSID9044748","DTXSID9044748","(1-Hydroxycyclohexyl)(phenyl)methanone","C13H16O2","nurse",NA,5344.505,0,0
"2043","203.10734-336.9",203.1073,336.9,"DTXSID3047554","DTXSID3047554","(3Z)-Hex-3-en-1-yl,benzoate","C13H16O2","nurse",NA,5344.505,0,0
"2044","203.10734-336.9",203.1073,336.9,"DTXSID8047684","DTXSID8047684","Phenethyl,tiglate","C13H16O2","nurse",NA,5344.505,0,0
"2045","203.10741-443.6",203.1074,443.6,"DTXSID3047554","DTXSID3047554","(3Z)-Hex-3-en-1-yl,benzoate","C13H16O2","nurse",NA,5389.317,0,0
"2046","203.10741-443.6",203.1074,443.6,"DTXSID9044748","DTXSID9044748","(1-Hydroxycyclohexyl)(phenyl)methanone","C13H16O2","nurse",NA,5389.317,0,0
"2047","203.10741-443.6",203.1074,443.6,"DTXSID8047684","DTXSID8047684","Phenethyl,tiglate","C13H16O2","nurse",NA,5389.317,0,0
"2048","203.10745-738",203.1075,738,"DTXSID8047684","DTXSID8047684","Phenethyl,tiglate","C13H16O2","nurse",NA,7684.847,0,0
"2049","203.10745-738",203.1075,738,"DTXSID9044748","DTXSID9044748","(1-Hydroxycyclohexyl)(phenyl)methanone","C13H16O2","nurse",NA,7684.847,0,0
"2050","203.10745-738",203.1075,738,"DTXSID3047554","DTXSID3047554","(3Z)-Hex-3-en-1-yl,benzoate","C13H16O2","nurse",NA,7684.847,0,0
"2051","203.14389-655.7",203.1439,655.7,"DTXSID9026500","DTXSID9026500","2-(4-Tert-Butylbenzyl)propionaldehyde","C14H20O","nurse",NA,10372.79,0,1
"2052","203.14389-655.7",203.1439,655.7,"DTXSID9057688","DTXSID9057688","Bornelone","C14H20O","nurse",NA,10372.79,0,1
"2053","203.14389-655.7",203.1439,655.7,"DTXSID90278014","DTXSID90278014","2-(2,5-dimethylphenyl)cyclohexanol","C14H20O","nurse",NA,10372.79,0,1
"2054","203.14389-779.7",203.1439,779.7,"DTXSID90278014","DTXSID90278014","2-(2,5-dimethylphenyl)cyclohexanol","C14H20O","nurse",NA,7202.623,0,0
"2055","203.14389-779.7",203.1439,779.7,"DTXSID9057688","DTXSID9057688","Bornelone","C14H20O","nurse",NA,7202.623,0,0
"2056","203.14389-779.7",203.1439,779.7,"DTXSID9026500","DTXSID9026500","2-(4-Tert-Butylbenzyl)propionaldehyde","C14H20O","nurse",NA,7202.623,0,0
"2057","203.1802-788.5",203.1802,788.5,"DTXSID1044518","DTXSID1044518","(-)-Isolongifolene","C15H24","nurse",NA,20079,0,1
"2058","203.1802-788.5",203.1802,788.5,"DTXSID9047045","DTXSID9047045","Longifolene","C15H24","nurse",NA,20079,0,1
"2059","203.1802-788.5",203.1802,788.5,"DTXSID8047052","DTXSID8047052","Valencene","C15H24","nurse",NA,20079,0,1
"2060","203.1802-788.5",203.1802,788.5,"DTXSID0047032","DTXSID0047032","(-)-alpha-Cedrene","C15H24","nurse",NA,20079,0,1
"2061","203.1802-788.5",203.1802,788.5,"DTXSID4047202","DTXSID4047202","alpha-Farnesene","C15H24","nurse",NA,20079,0,1
"2062","203.1802-788.5",203.1802,788.5,"DTXSID9066679","DTXSID9066679","1,5,9-Cyclododecatriene,,1,5,10-trimethyl-","C15H24","nurse",NA,20079,0,1
"2063","203.1802-788.5",203.1802,788.5,"DTXSID8024739","DTXSID8024739","beta-Caryophyllene","C15H24","nurse",NA,20079,0,1
"2064","203.1802-788.5",203.1802,788.5,"DTXSID4041232","DTXSID4041232","1,3,5-Triisopropylbenzene","C15H24","nurse",NA,20079,0,1
"2065","203.1802-788.5",203.1802,788.5,"DTXSID9047049","DTXSID9047049","trans-beta-Farnesene","C15H24","nurse",NA,20079,0,1
"2066","204.12364-167.4",204.1236,167.4,"DTXSID0021121","DTXSID0021121","Phenformin,hydrochloride","C10H16ClN5","nurse",NA,216802.6,0,1
"2067","204.12364-167.4",204.1236,167.4,"DTXSID3044598","DTXSID3044598","Panthenol","C9H19NO4","nurse",NA,216802.6,1,1
"2068","205.06987-165.6",205.0699,165.6,"DTXSID3026722","DTXSID3026722","Peroxydicarbonic,acid,,bis(1-methylethyl),ester","C8H14O6","nurse",NA,29431.59,0,1
"2069","205.07005-392.1",205.0701,392.1,"DTXSID3026722","DTXSID3026722","Peroxydicarbonic,acid,,bis(1-methylethyl),ester","C8H14O6","nurse",NA,10479.01,0,1
"2070","205.08517-358.2",205.0852,358.2,"DTXSID2035481","DTXSID2035481","4-(4-(Acetyloxy)phenyl)-2-butanone","C12H14O3","nurse",NA,9458.485,0,0
"2071","205.08517-358.2",205.0852,358.2,"DTXSID8020591","DTXSID8020591","Ethyl,methylphenylglycidate","C12H14O3","nurse",NA,9458.485,0,0
"2072","205.1232-384.1",205.1232,384.1,"DTXSID2047567","DTXSID2047567","2-Phenylethyl,2-methylbutanoate","C13H18O2","nurse",NA,13557.98,0,1
"2073","205.1232-384.1",205.1232,384.1,"DTXSID1024702","DTXSID1024702","tert-Butyl,phenyl,glycidyl,ether","C13H18O2","nurse",NA,13557.98,0,1
"2074","205.1232-384.1",205.1232,384.1,"DTXSID5020732","DTXSID5020732","Ibuprofen","C13H18O2","nurse",NA,13557.98,1,1
"2075","205.1232-384.1",205.1232,384.1,"DTXSID9025403","DTXSID9025403","Hexyl,benzoate","C13H18O2","nurse",NA,13557.98,0,1
"2076","207.10226-347.8",207.1023,347.8,"DTXSID1052294","DTXSID1052294","2,2-Diethoxyacetophenone","C12H16O3","nurse",NA,18684.04,0,1
"2077","207.10226-347.8",207.1023,347.8,"DTXSID3052145","DTXSID3052145","2-Methylbutyl,salicylate","C12H16O3","nurse",NA,18684.04,0,1
"2078","207.10226-347.8",207.1023,347.8,"DTXSID10277908","DTXSID10277908","3-(2,5-dimethylhexa-1,5-dienyl)oxolane-2,5-dione","C12H16O3","nurse",NA,18684.04,0,1
"2079","207.10226-347.8",207.1023,347.8,"DTXSID9047887","DTXSID9047887","Pentylparaben","C12H16O3","nurse",NA,18684.04,0,1
"2080","207.10226-347.8",207.1023,347.8,"DTXSID7042279","DTXSID7042279","Phenoxyethyl,isobutyrate","C12H16O3","nurse",NA,18684.04,0,1
"2081","207.17503-627.9",207.175,627.9,"DTXSID9052345","DTXSID9052345","1-Methyl-4-(4-methylpentyl)cyclohex-3-ene-1-carbaldehyde","C14H24O","nurse",NA,248.5975,0,0
"2082","209.05874-262.1",209.0587,262.1,"DTXSID3044380","DTXSID3044380","1,2-Diphenylethanedione","C14H10O2","nurse",NA,180215.3,0,1
"2083","209.05874-262.1",209.0587,262.1,"DTXSID9044798","DTXSID9044798","Sodium,bis(2-methylpropyl)phosphinodithioate","C8H19PS2","nurse",NA,180215.3,1,1
"2084","209.05874-262.1",209.0587,262.1,"MTX15","DTXSID0020943-BTMR1242","","C9H10N2O4","nurse",NA,180215.3,0,1
"2085","209.05874-262.1",209.0587,262.1,"MTX67","DTXSID0038700-BTMR1242","","C9H10N2O4","nurse",NA,180215.3,0,1
"2086","209.11811-507.4",209.1181,507.4,"DTXSID8041373","DTXSID8041373","2-Octen-1-ylsuccinic,anhydride","C12H18O3","nurse",NA,64242.71,0,1
"2087","211.09696-1094.6",211.097,1094.6,"DTXSID0024559","DTXSID0024559","C.I.,Basic,Orange,2","C12H13ClN4","nurse",NA,1768.283,0,0
"2088","211.09696-1094.6",211.097,1094.6,"DTXSID6020800","DTXSID6020800","2-AMINO-3,4-DIMETHYLIMIDAZO(4,5-F)QUINOLINE,(MEIQ)","C12H12N4","nurse",NA,1768.283,1,0
"2089","211.09696-1094.6",211.097,1094.6,"DTXSID9021217","DTXSID9021217","Pyrimethamine","C12H13ClN4","nurse",NA,1768.283,0,0
"2090","211.09696-1094.6",211.097,1094.6,"DTXSID2020399","DTXSID2020399","4,4'-Diaminoazobenzene","C12H12N4","nurse",NA,1768.283,0,0
"2091","211.0972-521.9",211.0972,521.9,"DTXSID0024559","DTXSID0024559","C.I.,Basic,Orange,2","C12H13ClN4","nurse",NA,5097.722,0,0
"2092","211.0972-521.9",211.0972,521.9,"DTXSID9021217","DTXSID9021217","Pyrimethamine","C12H13ClN4","nurse",NA,5097.722,0,0
"2093","211.0972-521.9",211.0972,521.9,"DTXSID6020800","DTXSID6020800","2-AMINO-3,4-DIMETHYLIMIDAZO(4,5-F)QUINOLINE,(MEIQ)","C12H12N4","nurse",NA,5097.722,1,0
"2094","211.0972-521.9",211.0972,521.9,"DTXSID2020399","DTXSID2020399","4,4'-Diaminoazobenzene","C12H12N4","nurse",NA,5097.722,0,0
"2095","213.02272-324.4",213.0227,324.4,"MTX1032","DTXSID9041491-BTMR0501","","C9H10O4S","nurse",NA,845949.7,0,1
"2096","213.06672-190.8",213.0667,190.8,"DTXSID4025749","DTXSID4025749","2-Nitrodiphenylamine","C12H10N2O2","nurse",NA,17813.54,0,1
"2097","213.06672-190.8",213.0667,190.8,"DTXSID8027323","DTXSID8027323","4-Nitro-N-phenylaniline","C12H10N2O2","nurse",NA,17813.54,0,1
"2098","213.11306-295",213.1131,295,"DTXSID7021312","DTXSID7021312","3,3',4,4'-Tetraaminobiphenyl,tetrahydrochloride","C12H18Cl4N4","nurse",NA,23929.17,0,1
"2099","213.11306-295",213.1131,295,"DTXSID2036827","DTXSID2036827","3,3'-Diaminobenzidine","C12H14N4","nurse",NA,23929.17,0,1
"2100","215.12877-377.6",215.1288,377.6,"DTXSID8025707","DTXSID8025707","Neopentyl,glycol,diglycidyl,ether","C11H20O4","nurse",NA,25261.69,0,1
"2101","215.12877-377.6",215.1288,377.6,"DTXSID1044807","DTXSID1044807","Dimethyl,nonanedioate","C11H20O4","nurse",NA,25261.69,0,1
"2102","215.12877-377.6",215.1288,377.6,"DTXSID0044862","DTXSID0044862","Undecanedioic,acid","C11H20O4","nurse",NA,25261.69,0,1
"2103","215.12877-377.6",215.1288,377.6,"DTXSID3044831","DTXSID3044831","1-Butoxy-1-oxopropan-2-yl,butanoate","C11H20O4","nurse",NA,25261.69,0,1
"2104","217.01603-267.1",217.016,267.1,"DTXSID6022131","DTXSID6022131","Diphenyl,disulfide","C12H10S2","nurse",NA,602263.3,0,1
"2105","217.01603-267.1",217.016,267.1,"MTX988","DTXSID9021976-BTMR0501","","C8H10O5S","nurse",NA,602263.3,0,1
"2106","217.15957-607.5",217.1596,607.5,"DTXSID8047050","DTXSID8047050","(+)-Nootkatone","C15H22O","nurse",NA,5057.878,0,0
"2107","219.10058-379.1",219.1006,379.1,"DTXSID8037750","DTXSID8037750","(3Z)-Hex-3-en-1-yl,salicylate","C13H16O3","nurse",NA,9457.201,0,0
"2108","219.10058-379.1",219.1006,379.1,"DTXSID2051928","DTXSID2051928","Cyclohexyl,2-hydroxybenzoate","C13H16O3","nurse",NA,9457.201,0,0
"2109","219.10244-578.9",219.1024,578.9,"DTXSID8037750","DTXSID8037750","(3Z)-Hex-3-en-1-yl,salicylate","C13H16O3","nurse",NA,11671.61,0,1
"2110","219.10244-578.9",219.1024,578.9,"DTXSID2051928","DTXSID2051928","Cyclohexyl,2-hydroxybenzoate","C13H16O3","nurse",NA,11671.61,0,1
"2111","219.13876-464.2",219.1388,464.2,"DTXSID3044889","DTXSID3044889","2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione","C14H20O2","nurse",NA,5425.831,0,0
"2112","219.13876-464.2",219.1388,464.2,"DTXSID5038830","DTXSID5038830","1,1-Dimethyl-2-phenylethyl,butanoate","C14H20O2","nurse",NA,5425.831,0,0
"2113","219.1388-573.7",219.1388,573.7,"DTXSID5038830","DTXSID5038830","1,1-Dimethyl-2-phenylethyl,butanoate","C14H20O2","nurse",NA,22913.65,0,1
"2114","219.1388-573.7",219.1388,573.7,"DTXSID3044889","DTXSID3044889","2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione","C14H20O2","nurse",NA,22913.65,0,1
"2115","219.13881-741.3",219.1388,741.3,"DTXSID3044889","DTXSID3044889","2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione","C14H20O2","nurse",NA,8183.685,0,0
"2116","219.13881-741.3",219.1388,741.3,"DTXSID5038830","DTXSID5038830","1,1-Dimethyl-2-phenylethyl,butanoate","C14H20O2","nurse",NA,8183.685,0,0
"2117","219.17528-763.4",219.1753,763.4,"DTXSID5033836","DTXSID5033836","4-Nonylphenol","C15H24O","nurse",NA,3537.445,1,0
"2118","219.17528-763.4",219.1753,763.4,"DTXSID1041502","DTXSID1041502","3-Methyl-4,6-di-tert-butylphenol","C15H24O","nurse",NA,3537.445,0,0
"2119","219.17528-763.4",219.1753,763.4,"DTXSID2020216","DTXSID2020216","Butylated,hydroxytoluene","C15H24O","nurse",NA,3537.445,1,0
"2120","221.11805-429.9",221.1181,429.9,"DTXSID1044514","DTXSID1044514","Hexylparaben","C13H18O3","nurse",NA,13660.1,0,1
"2121","221.11805-429.9",221.1181,429.9,"DTXSID4038924","DTXSID4038924","Hexyl,salicylate","C13H18O3","nurse",NA,13660.1,0,1
"2122","221.11808-353.8",221.1181,353.8,"DTXSID4038924","DTXSID4038924","Hexyl,salicylate","C13H18O3","nurse",NA,62865.44,0,1
"2123","221.11808-353.8",221.1181,353.8,"DTXSID1044514","DTXSID1044514","Hexylparaben","C13H18O3","nurse",NA,62865.44,0,1
"2124","221.15144-478.6",221.1514,478.6,"DTXSID0049444","DTXSID0049444","2,2'-(Diazene-1,2-diyldiethane-1,1-diyl)bis-4,5-dihydro-1H-imidazole,dihydrochloride","C10H18N6","nurse",NA,26989.89,0,1
"2125","222.07696-408.2",222.077,408.2,"DTXSID10300482","DTXSID10300482","tert-butyl,4-nitrobenzoate","C11H13NO4","nurse",NA,4147.137,0,0
"2126","222.07696-408.2",222.077,408.2,"DTXSID7046045","DTXSID7046045","N-Acetyl-L-tyrosine","C11H13NO4","nurse",NA,4147.137,0,0
"2127","222.07696-408.2",222.077,408.2,"DTXSID9032327","DTXSID9032327","Bendiocarb","C11H13NO4","nurse",NA,4147.137,0,0
"2128","223.00817-302",223.0082,302,"DTXSID1029201","DTXSID1029201","Potassium,6-hydroxynaphthalene-2-sulfonate","C10H8O4S","nurse",NA,50603.44,0,1
"2129","225.14911-503",225.1491,503,"DTXSID80883873","DTXSID80883873","Cyclopentaneacetic,acid,,3-oxo-2-pentyl,-,methyl,ester,,(1R,2R)-","C13H22O3","nurse",NA,28388.64,1,1
"2130","225.14911-503",225.1491,503,"DTXSID2029325","DTXSID2029325","Methyl,dihydrojasmonate","C13H22O3","nurse",NA,28388.64,1,1
"2131","225.18613-776.1",225.1861,776.1,"DTXSID1024837","DTXSID1024837","Citral,diethyl,acetal","C14H26O2","nurse",NA,2705645,0,1
"2132","225.18613-776.1",225.1861,776.1,"DTXSID5041568","DTXSID5041568","9-Tetradecenoic,acid,,(9Z)-","C14H26O2","nurse",NA,2705645,1,1
"2133","225.18613-776.1",225.1861,776.1,"DTXSID7027041","DTXSID7027041","2,4,7,9-Tetramethyl-5-decyne-4,7-diol","C14H26O2","nurse",NA,2705645,1,1
"2134","225.18613-776.1",225.1861,776.1,"DTXSID7052652","DTXSID7052652","Citronellyl,isobutyrate","C14H26O2","nurse",NA,2705645,0,1
"2135","227.09034-213.7",227.0903,213.7,"DTXSID5062009","DTXSID5062009","Glycerol,1,3-dimethacrylate,,check,CAS","C11H16O5","nurse",NA,8345.336,0,0
"2136","227.09216-181.6",227.0922,181.6,"DTXSID5062009","DTXSID5062009","Glycerol,1,3-dimethacrylate,,check,CAS","C11H16O5","nurse",NA,12946.16,0,1
"2137","227.20182-851.7",227.2018,851.7,"DTXSID1042318","DTXSID1042318","Potassium,myristate","C14H28O2","nurse",NA,25306390,1,1
"2138","227.20182-851.7",227.2018,851.7,"DTXSID5042455","DTXSID5042455","Tetradecanoic,acid,,sodium,salt","C14H28O2","nurse",NA,25306390,1,1
"2139","227.20182-851.7",227.2018,851.7,"DTXSID6021666","DTXSID6021666","Tetradecanoic,acid","C14H28O2","nurse",NA,25306390,1,1
"2140","227.20182-851.7",227.2018,851.7,"DTXSID8047636","DTXSID8047636","Hexyl,octanoate","C14H28O2","nurse",NA,25306390,0,1
"2141","227.20182-851.7",227.2018,851.7,"DTXSID9066596","DTXSID9066596","Tetradecanoic,acid,,lithium,salt","C14H28O2","nurse",NA,25306390,1,1
"2142","229.05412-384.6",229.0541,384.6,"MTX99","DTXSID1020221-BTMR0197","","C10H14O4S","nurse",NA,1752610,0,1
"2143","229.05412-384.6",229.0541,384.6,"MTX369","DTXSID3047425-BTMR0197","","C10H14O4S","nurse",NA,1752610,0,1
"2144","229.05412-384.6",229.0541,384.6,"MTX797","DTXSID7022332-BTMR0197","","C10H14O4S","nurse",NA,1752610,0,1
"2145","229.05412-384.6",229.0541,384.6,"MTX1037","DTXSID9044825-BTMR0196","","C10H14O4S","nurse",NA,1752610,0,1
"2146","229.10855-172.9",229.1086,172.9,"DTXSID4047628","DTXSID4047628","Dicyclohexyl,disulfide","C12H22S2","nurse",NA,10299.67,0,1
"2147","229.14421-435.9",229.1442,435.9,"DTXSID1026740","DTXSID1026740","Dimethyl,decanedioate","C12H22O4","nurse",NA,42762.9,0,1
"2148","229.14421-435.9",229.1442,435.9,"DTXSID3027297","DTXSID3027297","Dodecanedioic,acid","C12H22O4","nurse",NA,42762.9,0,1
"2149","229.14421-435.9",229.1442,435.9,"DTXSID6044511","DTXSID6044511","Dipropyl,hexanedioate","C12H22O4","nurse",NA,42762.9,0,1
"2150","229.14421-435.9",229.1442,435.9,"DTXSID7021998","DTXSID7021998","Dibutyl,butanedioate","C12H22O4","nurse",NA,42762.9,0,1
"2151","229.14421-435.9",229.1442,435.9,"DTXSID5027641","DTXSID5027641","Diisopropyl,adipate","C12H22O4","nurse",NA,42762.9,0,1
"2152","231.077-363.2",231.077,363.2,"DTXSID0021123","DTXSID0021123","Phenobarbital,sodium","C12H11N2NaO3","nurse",NA,3278.788,0,0
"2153","231.077-363.2",231.077,363.2,"DTXSID3020912","DTXSID3020912","Nalidixic,acid","C12H12N2O3","nurse",NA,3278.788,0,0
"2154","231.077-363.2",231.077,363.2,"DTXSID5021122","DTXSID5021122","Phenobarbital","C12H12N2O3","nurse",NA,3278.788,1,0
"2155","231.07777-178",231.0778,178,"DTXSID3020912","DTXSID3020912","Nalidixic,acid","C12H12N2O3","nurse",NA,7632.167,0,0
"2156","231.07777-178",231.0778,178,"DTXSID5021122","DTXSID5021122","Phenobarbital","C12H12N2O3","nurse",NA,7632.167,1,0
"2157","231.07777-178",231.0778,178,"DTXSID0021123","DTXSID0021123","Phenobarbital,sodium","C12H11N2NaO3","nurse",NA,7632.167,0,0
"2158","231.13875-499.5",231.1387,499.5,"DTXSID30241000","DTXSID30241000","1,1-Dimethyl-2-phenylethyl,3-methyl-2-butenoate","C15H20O2","nurse",NA,11353.56,0,1
"2159","233.01233-194.3",233.0123,194.3,"DTXSID10318481","DTXSID10318481","Dimethyl,(1,1-dioxo-1lambda~6~-thietan-3-ylidene)propanedioate","C8H10O6S","nurse",NA,22052.64,0,1
"2160","235.1336-724.9",235.1336,724.9,"DTXSID4022523","DTXSID4022523","Heptylparaben","C14H20O3","nurse",NA,60234.29,0,1
"2161","237.18563-478",237.1856,478,"DTXSID5047160","DTXSID5047160","Linalyl,isovalerate","C15H26O2","nurse",NA,8094.23,0,0
"2162","237.18563-478",237.1856,478,"DTXSID60189628","DTXSID60189628","Arctiol","C15H26O2","nurse",NA,8094.23,0,0
"2163","241.08681-382.6",241.0868,382.6,"DTXSID6045587","DTXSID6045587","Fenoprofen,calcium,salt,dihydrate","C30H30CaO8","nurse",NA,445467.9,0,1
"2164","241.08681-382.6",241.0868,382.6,"DTXSID6049430","DTXSID6049430","Lapachol","C15H14O3","nurse",NA,445467.9,0,1
"2165","241.08681-382.6",241.0868,382.6,"DTXSID8046242","DTXSID8046242","Mexenone","C15H14O3","nurse",NA,445467.9,0,1
"2166","241.2175-899.5",241.2175,899.5,"DTXSID1052248","DTXSID1052248","(Ethoxymethoxy)cyclododecane","C15H30O2","nurse",NA,3735140,1,1
"2167","241.2175-899.5",241.2175,899.5,"DTXSID2021652","DTXSID2021652","Pentadecanoic,acid","C15H30O2","nurse",NA,3735140,1,1
"2168","241.2175-899.5",241.2175,899.5,"DTXSID3041904","DTXSID3041904","Isopropyl,Laurate","C15H30O2","nurse",NA,3735140,1,1
"2169","241.2175-899.5",241.2175,899.5,"DTXSID3052432","DTXSID3052432","2,4,6,8-Tetramethylnonyl,acetate","C15H30O2","nurse",NA,3735140,1,1
"2170","241.2175-899.5",241.2175,899.5,"DTXSID5027019","DTXSID5027019","Methyl,tetradecanoate","C15H30O2","nurse",NA,3735140,1,1
"2171","243.17478-523.1",243.1748,523.1,"DTXSID9044536","DTXSID9044536","1-(6-tert-Butyl-1,1-dimethyl-2,3-dihydro-1H-inden-4-yl)ethanone","C17H24O","nurse",NA,9702.582,0,0
