,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,cv_N/CV_OW,sdN/Sd_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,interest for fragmentation,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2xfb, higher N"
2548,389.13123-170.5,6998,389.1312,170.5,58.33333,48.75,0,9.583333,1463.836,2562.168,175.0311,129.136,NA,986.2816,1788.08,181.2951,0,NA,0.965448597,1.432915753,0,0,NA,0,NA,2,10,Unique,389.1343,7.96,C19H20N2O7,388.12705,M+H,1225.059,0,0,DTXSID9048649,DTXSID9048649,Aranidipine,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],"3-O-methyl 5-O-(2-oxopropyl) 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C19H20N2O7,388.127051,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.928906,4.787503,4,,,0,0,nurses1,1.086338,0.526516,2.063257,0.04041981,1,0,pos,0,1
2549,389.13141-139,6998,389.1314,139,67.5,78.75,0,-11.25,11481.13,14106.36,122.8657,4939.002,NA,9306.584,9352.189,100.49,7947.297,NA,1.222665937,1.508348473,0,0,NA,0,NA,2,10,Unique,389.1343,7.5,C19H20N2O7,388.12705,M+H,10393.85,0,0,DTXSID9048649,DTXSID9048649,Aranidipine,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],"3-O-methyl 5-O-(2-oxopropyl) 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C19H20N2O7,388.127051,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.928906,4.787503,4,,,0,0,nurses1,-0.8816386,0.363,-2.428756,0.01606237,0,0,pos,0,
2550,389.16282-539,2901,389.1628,539,100,92.5,41.66667,7.5,128047.1,432373.8,337.6676,6242.932,7664.638,4817.33,5066.777,105.1781,4369.009,NA,3.210436393,85.33507593,781.3446,1378.195,176.3876,0,NA,3,75000,Multiple,389.1626,0.45,C21H25ClN2O3,388.15537,M+H,66432.24,1.176153,0,DTXSID4022787,DTXSID4022787,CETIRIZINE,?,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,C21H25ClN2O3,388.15537,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,2.413594,0.3752183,6.432506,9.57E-10,1,0,pos,0,1
2551,389.16282-539,1788,389.1628,539,100,92.5,41.66667,7.5,128047.1,432373.8,337.6676,6242.932,7664.638,4817.33,5066.777,105.1781,4369.009,NA,3.210436393,85.33507593,781.3446,1378.195,176.3876,0,NA,3,75000,Multiple,389.1626,0.45,C21H27Cl3N2O3,388.15537,M+H,66432.24,1.176153,0,DTXSID2044268,DTXSID2044268,"Cetirizine,dihydrochloride",1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,C21H27Cl3N2O3,388.15537,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.2427031,4.817881,1,,,0,0,nurses1,2.413594,0.3752183,6.432506,9.57E-10,1,0,pos,0,1
2552,390.11263-837.5,6654,390.1126,837.5,48.33333,58.75,50,-10.41667,834.7599,1492.568,178.802,0,NA,3391.929,15931.88,469.6995,261.2718,NA,0.380673175,0.093684361,69127.28,78022.91,112.8685,47366.42,NA,3,109459.5,Multiple,390.1165,9.96,C14H23N3O10,389.10924,M+H,2113.345,3270.99,0,DTXSID9027077,DTXSID9027077,"Diethylenetriaminepentaacetic,acid,pentasodium,salt",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],2-[bis[2-[bis(carboxylatomethyl)amino]ethyl]amino]acetate,C14H23N3O10,388.101962,exposurepred,,,,,,,1,57.27604602,,,,,,,,,,,,,,,,,0,0,nurses1,-0.9228737,0.4502047,-2.049898,0.04171976,0,0,pos,0,
2553,390.11263-837.5,677,390.1126,837.5,48.33333,58.75,50,-10.41667,834.7599,1492.568,178.802,0,NA,3391.929,15931.88,469.6995,261.2718,NA,0.380673175,0.093684361,69127.28,78022.91,112.8685,47366.42,NA,3,109459.5,Multiple,390.1165,9.96,C14H23N3O10,389.10924,M+H,2113.345,3270.99,0,DTXSID0065305,DTXSID0065305,"Ferrate(2-),,[rel-[N(R)]-N-[2-[bis[(carboxy-.kappa.O)methyl]amino-.kappa.N]ethyl]-N-[2-[(S)-[(carboxy-.kappa.O)methyl](carboxymethyl)amino-.kappa.N]ethyl]glycinato(5-)-.kappa.N,.kappa.O],-,sodium,hydrogen,(1:1:1),,(PB-7-13-12564)-",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)O,None,C14H23N3O10,389.109238,exposurepred,,,,,,,1,2.230555511,,,,,,,,,,,,,,,,,0,0,nurses1,-0.9228737,0.4502047,-2.049898,0.04171976,0,0,pos,0,
2554,390.11263-837.5,1529,390.1126,837.5,48.33333,58.75,50,-10.41667,834.7599,1492.568,178.802,0,NA,3391.929,15931.88,469.6995,261.2718,NA,0.380673175,0.093684361,69127.28,78022.91,112.8685,47366.42,NA,3,109459.5,Multiple,390.1165,9.96,C14H23N3O10,389.10924,M+H,2113.345,3270.99,0,DTXSID2023434,DTXSID2023434,"Pentetic,acid",,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,2-[bis[2-[bis(carboxymethyl)amino]ethyl]amino]acetic acid,C14H23N3O10,393.138344,"exposurepred, VBtoxcast",,,,,,,1,146.7346814,,,,,,,,,,,1,-1.579885,4.04298,6,,,0,0,nurses1,-0.9228737,0.4502047,-2.049898,0.04171976,0,0,pos,0,
2555,390.11285-841.4,1529,390.1128,841.4,49.16667,60,50,-10.83333,897.2524,1508.315,168.1038,0,NA,3299.764,14970.29,453.6774,443.0338,NA,0.37053598,0.100753893,65165.12,72196.6,110.7902,44926.01,NA,3,109459.5,Multiple,390.1165,9.39,C14H23N3O10,389.10924,M+H,2098.508,3105.307,0,DTXSID2023434,DTXSID2023434,"Pentetic,acid",,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,2-[bis[2-[bis(carboxymethyl)amino]ethyl]amino]acetic acid,C14H23N3O10,393.138344,"exposurepred, VBtoxcast",,,,,,,1,146.7346814,,,,,,,,,,,1,-1.579885,4.04298,6,,,0,0,nurses1,-0.9662497,0.4637027,-2.08377,0.03849116,0,0,pos,0,
2556,390.11285-841.4,6654,390.1128,841.4,49.16667,60,50,-10.83333,897.2524,1508.315,168.1038,0,NA,3299.764,14970.29,453.6774,443.0338,NA,0.37053598,0.100753893,65165.12,72196.6,110.7902,44926.01,NA,3,109459.5,Multiple,390.1165,9.39,C14H23N3O10,389.10924,M+H,2098.508,3105.307,0,DTXSID9027077,DTXSID9027077,"Diethylenetriaminepentaacetic,acid,pentasodium,salt",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],2-[bis[2-[bis(carboxylatomethyl)amino]ethyl]amino]acetate,C14H23N3O10,388.101962,exposurepred,,,,,,,1,57.27604602,,,,,,,,,,,,,,,,,0,0,nurses1,-0.9662497,0.4637027,-2.08377,0.03849116,0,0,pos,0,
2557,390.11285-841.4,677,390.1128,841.4,49.16667,60,50,-10.83333,897.2524,1508.315,168.1038,0,NA,3299.764,14970.29,453.6774,443.0338,NA,0.37053598,0.100753893,65165.12,72196.6,110.7902,44926.01,NA,3,109459.5,Multiple,390.1165,9.39,C14H23N3O10,389.10924,M+H,2098.508,3105.307,0,DTXSID0065305,DTXSID0065305,"Ferrate(2-),,[rel-[N(R)]-N-[2-[bis[(carboxy-.kappa.O)methyl]amino-.kappa.N]ethyl]-N-[2-[(S)-[(carboxy-.kappa.O)methyl](carboxymethyl)amino-.kappa.N]ethyl]glycinato(5-)-.kappa.N,.kappa.O],-,sodium,hydrogen,(1:1:1),,(PB-7-13-12564)-",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)O,None,C14H23N3O10,389.109238,exposurepred,,,,,,,1,2.230555511,,,,,,,,,,,,,,,,,0,0,nurses1,-0.9662497,0.4637027,-2.08377,0.03849116,0,0,pos,0,
2558,391.19179-639.1,131,391.1918,639.1,95,75,8.333333,20,14057.58,17748.47,126.2556,5899.806,NA,6644.699,8991.143,135.313,2030.489,NA,0.933063342,1.973994852,26.9647,93.40845,346.4102,0,NA,3,45505.62,Unique,391.1936,4.51,C25H27ClN2,390.18628,M+H,10351.14,0.2604998,1,DTXSID0023242,DTXSID0023242,MECLIZINE,?,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,C25H27ClN2,390.186277,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,2.8557,0.4372215,6.531473,5.58E-10,1,0,pos,0,1
2559,391.19291-635.5,131,391.1929,635.5,90.83333,75,8.333333,15.83333,8880.49,11063.29,124.5798,3866.653,NA,4148.883,5648.125,136.136,1246.609,NA,0.915112828,1.958754454,18.64557,64.59014,346.4102,0,NA,3,45505.62,Unique,391.1936,1.64,C25H27ClN2,390.18628,M+H,6514.686,0.2862082,1,DTXSID0023242,DTXSID0023242,MECLIZINE,?,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,C25H27ClN2,390.186277,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,2.578001,0.448715,5.745297,3.51E-08,1,0,pos,0,1
2560,391.19302-631.3,131,391.193,631.3,93.33333,73.75,8.333333,19.58333,8175.033,10706.19,130.962,3392.575,NA,3711.979,5350.884,144.1518,792.7742,NA,0.908500622,2.000826406,26.9662,93.41367,346.4102,0,NA,3,45505.62,Unique,391.1936,1.36,C25H27ClN2,390.18628,M+H,5943.506,0.4537087,1,DTXSID0023242,DTXSID0023242,MECLIZINE,?,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,C25H27ClN2,390.186277,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,2.847775,0.4479314,6.357614,1.43E-09,1,0,pos,0,1
2561,391.24545-702.8,3138,391.2455,702.8,95,76.25,0,18.75,41760.42,52892.15,126.6562,18748.78,NA,18355.31,23826.56,129.8075,8037.128,NA,0.975723283,2.21988193,0,0,NA,0,NA,3,1065.789,Multiple,391.2479,6.26,C23H34O5,390.24062,M+H,30057.86,0,1,DTXSID4040684,DTXSID4040684,Mevastatin,,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[(1S,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate",C23H34O5,390.240624,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.926702,5.158899,5,,,0,0,nurses1,2.633069,0.4324696,6.08845,5.99E-09,1,0,pos,0,1
2562,391.24545-702.8,4874,391.2455,702.8,95,76.25,0,18.75,41760.42,52892.15,126.6562,18748.78,NA,18355.31,23826.56,129.8075,8037.128,NA,0.975723283,2.21988193,0,0,NA,0,NA,3,1065.789,Multiple,391.2479,6.26,C23H34O5,390.24062,M+H,30057.86,0,1,DTXSID6051778,DTXSID6051778,Digoxigenin,,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,"3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3,12,14-trihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",C23H34O5,390.240624,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.523394538,6.880822406,61,,,0,0,nurses1,2.633069,0.4324696,6.08845,5.99E-09,1,0,pos,0,1
2563,391.24554-699.4,3138,391.2455,699.4,96.66667,77.5,0,19.16667,44222.57,70645.4,159.7496,18088.07,NA,18434.44,24339.7,132.0339,7846.341,NA,1.209913515,2.902476201,0,0,NA,0,NA,3,1065.789,Multiple,391.2479,6.03,C23H34O5,390.24062,M+H,31328.5,0,1,DTXSID4040684,DTXSID4040684,Mevastatin,,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[(1S,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate",C23H34O5,390.240624,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.926702,5.158899,5,,,0,0,nurses1,2.664214,0.4109495,6.483069,7.27E-10,1,0,pos,0,1
2564,391.24554-699.4,4874,391.2455,699.4,96.66667,77.5,0,19.16667,44222.57,70645.4,159.7496,18088.07,NA,18434.44,24339.7,132.0339,7846.341,NA,1.209913515,2.902476201,0,0,NA,0,NA,3,1065.789,Multiple,391.2479,6.03,C23H34O5,390.24062,M+H,31328.5,0,1,DTXSID6051778,DTXSID6051778,Digoxigenin,,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,"3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3,12,14-trihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",C23H34O5,390.240624,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.523394538,6.880822406,61,,,0,0,nurses1,2.664214,0.4109495,6.483069,7.27E-10,1,0,pos,0,1
2565,391.28477-1173.1,787,391.2848,1173.1,100,100,100,0,234728.4,248755.1,105.9757,149105.2,141521.6,295896.7,567127.8,191.6641,145834.2,136857.9,0.5529241,0.438622653,342158.2,226653.8,66.24241,409092,236841.6,3,83937.82,Multiple,391.2843,1.24,C24H38O4,390.27701,M+H,265312.5,128.9642,0,DTXSID1021956,DTXSID1021956,"Di-n-octyl,phthalate",,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,"dioctyl benzene-1,2-dicarboxylate",C24H38O4,390.27701,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.197612244,2.787472268,2,,,1,0,NA,0,NA,NA,NA,0,0,pos,0,
2566,391.28477-1173.1,2134,391.2848,1173.1,100,100,100,0,234728.4,248755.1,105.9757,149105.2,141521.6,295896.7,567127.8,191.6641,145834.2,136857.9,0.5529241,0.438622653,342158.2,226653.8,66.24241,409092,236841.6,3,83937.82,Multiple,391.2843,1.24,C24H38O4,390.27701,M+H,265312.5,128.9642,0,DTXSID3021699,DTXSID3021699,"Dioctyl,terephthalate",,CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)cc1,"dioctyl benzene-1,4-dicarboxylate",C24H38O4,390.27701,pellizzari,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,NA,0,NA,NA,NA,0,0,pos,0,
2567,391.28477-1173.1,3508,391.2848,1173.1,100,100,100,0,234728.4,248755.1,105.9757,149105.2,141521.6,295896.7,567127.8,191.6641,145834.2,136857.9,0.5529241,0.438622653,342158.2,226653.8,66.24241,409092,236841.6,3,83937.82,Multiple,391.2843,1.24,C24H38O4,390.27701,M+H,265312.5,128.9642,0,DTXSID5020607,DTXSID5020607,"Di(2-ethylhexyl),phthalate",,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",C24H38O4,390.27701,"E2Up, exposurepred, P4Up, VBtoxcast",,,,,,,1,0.454648243,,,,,,1,2,1,3,,1,-1.317651445,9.375372761,11,,,1,0,NA,0,NA,NA,NA,0,0,pos,2,
2568,391.28477-1173.1,5221,391.2848,1173.1,100,100,100,0,234728.4,248755.1,105.9757,149105.2,141521.6,295896.7,567127.8,191.6641,145834.2,136857.9,0.5529241,0.438622653,342158.2,226653.8,66.24241,409092,236841.6,3,83937.82,Multiple,391.2843,1.24,C24H38O4,390.27701,M+H,265312.5,128.9642,0,DTXSID7027625,DTXSID7027625,"Bis(2-ethylhexyl),terephthalate",,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,"bis(2-ethylhexyl) benzene-1,4-dicarboxylate",C24H38O4,390.27701,exposurepred,,,,,,,1,7247.421446,,,,,,,,,,,,,,,,,1,0,NA,0,NA,NA,NA,0,0,pos,0,
2569,391.28496-1164.4,787,391.285,1164.4,100,100,100,0,197995.6,201068.7,101.5521,120376.5,136552.7,237176.6,364634.4,153.7396,113428.1,136261.5,0.660546144,0.551425483,235894.7,136132.3,57.70894,254087.9,191337,3,83937.82,Multiple,391.2843,1.72,C24H38O4,390.27701,M+H,217586.1,108.4144,0,DTXSID1021956,DTXSID1021956,"Di-n-octyl,phthalate",,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,"dioctyl benzene-1,2-dicarboxylate",C24H38O4,390.27701,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.197612244,2.787472268,2,,,1,0,NA,0,NA,NA,NA,0,0,pos,0,
2570,391.28496-1164.4,2134,391.285,1164.4,100,100,100,0,197995.6,201068.7,101.5521,120376.5,136552.7,237176.6,364634.4,153.7396,113428.1,136261.5,0.660546144,0.551425483,235894.7,136132.3,57.70894,254087.9,191337,3,83937.82,Multiple,391.2843,1.72,C24H38O4,390.27701,M+H,217586.1,108.4144,0,DTXSID3021699,DTXSID3021699,"Dioctyl,terephthalate",,CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)cc1,"dioctyl benzene-1,4-dicarboxylate",C24H38O4,390.27701,pellizzari,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,NA,0,NA,NA,NA,0,0,pos,0,
2571,391.28496-1164.4,3508,391.285,1164.4,100,100,100,0,197995.6,201068.7,101.5521,120376.5,136552.7,237176.6,364634.4,153.7396,113428.1,136261.5,0.660546144,0.551425483,235894.7,136132.3,57.70894,254087.9,191337,3,83937.82,Multiple,391.2843,1.72,C24H38O4,390.27701,M+H,217586.1,108.4144,0,DTXSID5020607,DTXSID5020607,"Di(2-ethylhexyl),phthalate",,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",C24H38O4,390.27701,"E2Up, exposurepred, P4Up, VBtoxcast",,,,,,,1,0.454648243,,,,,,1,2,1,3,,1,-1.317651445,9.375372761,11,,,1,0,NA,0,NA,NA,NA,0,0,pos,2,
2572,391.28496-1164.4,5221,391.285,1164.4,100,100,100,0,197995.6,201068.7,101.5521,120376.5,136552.7,237176.6,364634.4,153.7396,113428.1,136261.5,0.660546144,0.551425483,235894.7,136132.3,57.70894,254087.9,191337,3,83937.82,Multiple,391.2843,1.72,C24H38O4,390.27701,M+H,217586.1,108.4144,0,DTXSID7027625,DTXSID7027625,"Bis(2-ethylhexyl),terephthalate",,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,"bis(2-ethylhexyl) benzene-1,4-dicarboxylate",C24H38O4,390.27701,exposurepred,,,,,,,1,7247.421446,,,,,,,,,,,,,,,,,1,0,NA,0,NA,NA,NA,0,0,pos,0,
2573,393.10896-72,1786,393.109,72,85.83333,93.75,0,-7.916667,3250.106,1816.958,55.90458,3433.794,NA,3149.522,1584.633,50.31342,3135.473,NA,1.111126614,1.146611234,0,0,NA,0,NA,3,16153.85,Unique,393.1058,8.16,C19H22BrNO4S2,392.09848,M+H,3199.814,0,0,DTXSID2044214,DTXSID2044214,"Tiotropium,bromide",,C[N+]1(C)[C@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,"[(1S,2S,4R,5R)-9,9-dimethyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl] 2-hydroxy-2,2-dithiophen-2-ylacetate",C19H22BrNO4S2,392.098477,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-5.318443144,2.799142737,3,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2574,393.20909-263.2,2077,393.2091,263.2,100,100,100,0,154917.6,586321.7,378.4732,10330.95,15446.48,220588.8,1247626,565.5889,14105.27,16409.86,0.669166598,0.469949889,4411.554,3202.971,72.60416,3576.604,3547.175,3,54362.42,Multiple,393.2072,4.86,C22H29FO5,392.1999,M+H,187753.2,2.349656,0,DTXSID3020384,DTXSID3020384,Dexamethasone,?,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,"(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C22H29FO5,392.199902,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-3.493456259,19.66768793,11,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2575,393.20909-263.2,2169,393.2091,263.2,100,100,100,0,154917.6,586321.7,378.4732,10330.95,15446.48,220588.8,1247626,565.5889,14105.27,16409.86,0.669166598,0.469949889,4411.554,3202.971,72.60416,3576.604,3547.175,3,54362.42,Multiple,393.2072,4.86,C22H29FO5,392.1999,M+H,187753.2,2.349656,0,DTXSID3022667,DTXSID3022667,Betamethasone,,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,"(8S,9R,10S,11S,13S,14S,16S,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C22H29FO5,392.199902,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.428782161,49.66021754,24,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2576,393.29638-1187.3,1394,393.2964,1187.3,59.16667,56.25,66.66667,2.916667,3188.716,4370.901,137.074,398.9914,NA,4625.142,12504.61,270.3616,231.0876,NA,0.507002474,0.349543168,5776.797,5110.71,88.46961,6349.894,NA,3,27000,Multiple,393.2999,9.04,C24H40O4,392.29266,M+H,3906.929,147.8603,0,DTXSID2020260,DTXSID2020260,"Chenodeoxycholic,acid",,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,"(4R)-4-[(3R,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",C24H40O4,392.29266,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.899673598,10.1687166,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2577,393.29638-1187.3,4365,393.2964,1187.3,59.16667,56.25,66.66667,2.916667,3188.716,4370.901,137.074,398.9914,NA,4625.142,12504.61,270.3616,231.0876,NA,0.507002474,0.349543168,5776.797,5110.71,88.46961,6349.894,NA,3,27000,Multiple,393.2999,9.04,C24H40O4,392.29266,M+H,3906.929,147.8603,0,DTXSID6023731,DTXSID6023731,URSODIOL,,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(4R)-4-[(3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",C24H40O4,392.29266,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2578,393.29641-1184.8,1394,393.2964,1184.8,59.16667,53.75,66.66667,5.416667,2462.14,3297.009,133.9083,452.9537,NA,3676.013,10565.5,287.4173,421.4484,NA,0.465902018,0.312054233,4249.595,3903.02,91.84453,4365.909,NA,3,27000,Multiple,393.2999,8.97,C24H40O4,392.29266,M+H,3069.077,138.4649,0,DTXSID2020260,DTXSID2020260,"Chenodeoxycholic,acid",,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,"(4R)-4-[(3R,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",C24H40O4,392.29266,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.899673598,10.1687166,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
