,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,SD_N/SD_OW,cv_N/cv_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,fragment?,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2XFB, higher N_Int, higher N df"
1707,289.21677-880.9,2406,289.21677,880.9,100,100,100,0,16200.44709,7948.839383,49.06555564,14840.26584,14211.19435,18535.60276,16468.92158,88.8502079,14597.65223,15102.68456,0.482656945,0.552227809,10930.46017,5707.957426,52.22065068,11773.19415,8921.586901,2,10,Multiple,289.217304,1.85,C19H30O2,290.22458,M-H,17368.02492,62.93438789,0,DTXSID3036525,DTXSID3036525,Androsterone,,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,"(3R,5S,8R,9S,10S,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one",C19H30O2,290.22458,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.557298095,6.013330627,7,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1708,289.21677-880.9,6519,289.21677,880.9,100,100,100,0,16200.44709,7948.839383,49.06555564,14840.26584,14211.19435,18535.60276,16468.92158,88.8502079,14597.65223,15102.68456,0.482656945,0.552227809,10930.46017,5707.957426,52.22065068,11773.19415,8921.586901,2,10,Multiple,289.217304,1.85,C19H30O2,290.22458,M-H,17368.02492,62.93438789,0,DTXSID9022364,DTXSID9022364,5alpha-Dihydrotestosterone,,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",C19H30O2,290.22458,"ERactive, VBtoxcast, MGDev",,,,,,,,,,,1,1,0.4,,,,,,1,-7.37412863,46.59255808,43,,,0,1,NA,NA,NA,NA,NA,0,0,neg,2,
1709,289.21677-880.9,6530,289.21677,880.9,100,100,100,0,16200.44709,7948.839383,49.06555564,14840.26584,14211.19435,18535.60276,16468.92158,88.8502079,14597.65223,15102.68456,0.482656945,0.552227809,10930.46017,5707.957426,52.22065068,11773.19415,8921.586901,2,10,Multiple,289.217304,1.85,C19H30O2,290.22458,M-H,17368.02492,62.93438789,0,DTXSID9022609,DTXSID9022609,Androstenediol,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"(3S,8R,9S,10R,13S,14S,17S)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,17-diol",C19H30O2,290.22458,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.088277651,8.947892709,6,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1710,289.21699-789,6519,289.21699,789,95.83333333,67.5,0,28.33333333,2239.381903,3229.089076,144.1955511,1805.064849,NA,1342.041085,2246.138505,167.3673429,242.4406961,NA,1.437617969,0.861551296,0,0,NA,0,NA,2,10,Multiple,289.217304,1.09,C19H30O2,290.22458,M-H,1790.711494,0,1,DTXSID9022364,DTXSID9022364,5alpha-Dihydrotestosterone,,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",C19H30O2,290.22458,"ERactive, VBtoxcast, MGDev",,,,,,,,,,,1,1,0.4,,,,,,1,-7.37412863,46.59255808,43,,,0,1,nurses1,3.525608762,0.498923453,7.066432223,2.79E-11,1,0,neg,2,1
1711,289.21699-789,2406,289.21699,789,95.83333333,67.5,0,28.33333333,2239.381903,3229.089076,144.1955511,1805.064849,NA,1342.041085,2246.138505,167.3673429,242.4406961,NA,1.437617969,0.861551296,0,0,NA,0,NA,2,10,Multiple,289.217304,1.09,C19H30O2,290.22458,M-H,1790.711494,0,1,DTXSID3036525,DTXSID3036525,Androsterone,,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,"(3R,5S,8R,9S,10S,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one",C19H30O2,290.22458,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.557298095,6.013330627,7,,,0,0,nurses1,3.525608762,0.498923453,7.066432223,2.79E-11,1,0,neg,0,1
1712,289.21699-789,6530,289.21699,789,95.83333333,67.5,0,28.33333333,2239.381903,3229.089076,144.1955511,1805.064849,NA,1342.041085,2246.138505,167.3673429,242.4406961,NA,1.437617969,0.861551296,0,0,NA,0,NA,2,10,Multiple,289.217304,1.09,C19H30O2,290.22458,M-H,1790.711494,0,1,DTXSID9022609,DTXSID9022609,Androstenediol,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"(3S,8R,9S,10R,13S,14S,17S)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,17-diol",C19H30O2,290.22458,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.088277651,8.947892709,6,,,0,0,nurses1,3.525608762,0.498923453,7.066432223,2.79E-11,1,0,neg,0,1
1713,291.00723-71.2,1027,291.00723,71.2,100,100,100,0,129754.7874,70228.31036,54.12386839,108072.9157,112340.3294,134429.1891,71117.49113,52.90331035,122104.06,115102.3084,0.987497017,1.023071487,126556.8303,220673.8857,174.3674246,28493.85899,44853.21634,3,26213.59223,Multiple,291.007307,0.26,C7H5F9O2,292.01458,M-H,132091.9883,95.80961873,0,DTXSID10379355,DTXSID10379355,"3-(PERFLUORO-2-BUTYL)PROPANOIC,ACID",,O=C(O)CCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"4,5,5,6,6,6-hexafluoro-4-(trifluoromethyl)hexanoic acid",C7H5F9O2,292.014583,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1714,291.00723-71.2,3791,291.00723,71.2,100,100,100,0,129754.7874,70228.31036,54.12386839,108072.9157,112340.3294,134429.1891,71117.49113,52.90331035,122104.06,115102.3084,0.987497017,1.023071487,126556.8303,220673.8857,174.3674246,28493.85899,44853.21634,3,26213.59223,Multiple,291.007307,0.26,C7H5F9O2,292.01458,M-H,132091.9883,95.80961873,0,DTXSID50335697,DTXSID50335697,"ETHYL,NONAFLUOROPENTANOATE",,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"ethyl 2,2,3,3,4,4,5,5,5-nonafluoropentanoate",C7H5F9O2,292.014583,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1715,291.00723-71.2,6136,291.00723,71.2,100,100,100,0,129754.7874,70228.31036,54.12386839,108072.9157,112340.3294,134429.1891,71117.49113,52.90331035,122104.06,115102.3084,0.987497017,1.023071487,126556.8303,220673.8857,174.3674246,28493.85899,44853.21634,3,26213.59223,Multiple,291.007307,0.26,C7H5F9O2,292.01458,M-H,132091.9883,95.80961873,0,DTXSID80445177,DTXSID80445177,"3-(PERFLUOROBUTYL)PROPANOIC,ACID",,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,7-nonafluoroheptanoic acid",C7H5F9O2,292.014583,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1716,291.08437-265.7,1306,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID1051852,DTXSID1051852,"N,N'-Ethylenedi-L-aspartic,acid",,O=C(O)C[C@H](NCCN[C@@H](CC(=O)O)C(=O)O)C(=O)O,"(2S)-2-[2-[[(1S)-1,2-dicarboxyethyl]amino]ethylamino]butanedioic acid",C10H16N2O8,292.090665,exposurepred,,,,,,,1,1.787369817,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1717,291.08437-265.7,1720,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID2036409,DTXSID2036409,"Calcium,disodium,ethylenediaminetetraacetate",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)amino]acetate,C10H16N2O8,288.06156,exposurepred,,,,,,,1,0.352908558,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1718,291.08437-265.7,2267,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID3026350,DTXSID3026350,"Ethylenediaminetetraacetic,acid,tetrasodium,salt",?,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)amino]acetate,C10H16N2O8,288.06156,exposurepred,,,1,,,,1,80.33394678,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1719,291.08437-265.7,2719,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID3058612,DTXSID3058612,"Edetate,dipotassium,anhydrous",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O,2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate,C10H16N2O8,290.076113,exposurepred,,,,,,,1,5.99620488,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1720,291.08437-265.7,4339,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID6022977,DTXSID6022977,"Ethylenediaminetetraacetic,acid",,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid,C10H16N2O8,292.090665,exposurepred,,,,,,,1,0.148676404,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1721,291.08437-265.7,4972,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID7020556,DTXSID7020556,"Trisodium,ethylenediaminetetraacetate",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-],2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxymethyl)amino]acetate,C10H16N2O8,289.068836,exposurepred,,,,,,,1,22.30140955,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1722,291.08437-265.7,5961,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID8028343,DTXSID8028343,"Zincate(2-),,[[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)],-,diammonium,,(OC-6-21-)-",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)amino]acetate,C10H16N2O8,288.06156,exposurepred,,,,,,,1,0.510532185,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1723,291.08437-265.7,6369,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID8058324,DTXSID8058324,"EDTA,,tripotassium,salt",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-],2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxymethyl)amino]acetate,C10H16N2O8,289.068836,exposurepred,,,,,,,1,2.124259189,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1724,291.08437-265.7,6652,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID9027073,DTXSID9027073,"Ethylenediaminetetraacetic,acid,,disodium,salt",?,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O,2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate,C10H16N2O8,290.076113,exposurepred,,,1,,,,1,0.396660795,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1725,291.08437-265.7,6677,291.08437,265.7,75.83333333,71.25,16.66666667,4.583333333,10754.57612,56939.98462,529.4488966,755.5430084,NA,3427.871034,9793.703269,285.7080436,581.2974201,NA,5.813938105,1.853111624,48.5441643,116.8842381,240.7791746,0,NA,3,17027.02703,Multiple,291.083389,3.37,C10H16N2O8,292.09067,M-H,7091.223579,0.684566828,0,DTXSID9027815,DTXSID9027815,"Ferrate(1-),,[[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)],-,ammonium,,(OC-6-21)-",,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)amino]acetate,C10H16N2O8,288.06156,exposurepred,,,,,,,1,0.32794424,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1726,291.1961-837.3,5220,291.1961,837.3,100,100,100,0,22775.98684,11022.13994,48.39368768,21329.06867,19816.69068,28394.36131,31985.36947,112.6469059,23855.91174,22425.67461,0.344599425,0.429605121,9716.054815,5816.672337,59.86660684,8019.985429,8210.191202,3,24300,Unique,291.196569,1.61,C18H28O3,292.20385,M-H,25585.17408,37.97533207,0,DTXSID7027623,DTXSID7027623,"Methyl,3,5-bis(tert-butyl)-4-hydroxyhydrocinnamate",,COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"methyl 3-(3,5-ditert-butyl-4-hydroxyphenyl)propanoate",C18H28O3,292.203845,exposurepred,,,,,,,1,1.334219806,,,,,,,,,,,,,,,,,0,0,nurses1,-0.144465453,0.073993959,-1.95239524,0.052330196,0,0,neg,0,
1727,293.01145-69.5,6158,293.01145,69.5,85.83333333,85,50,0.833333333,2517.930908,2706.959252,107.5072887,2036.013192,NA,2293.001821,2406.341171,104.9428373,2002.906711,NA,1.124927456,1.02443665,2189.921761,3256.994291,148.7265139,445.9839183,NA,2,10,Unique,293.009162,7.81,C16H6O6,294.01644,M-H,2405.466365,91.039384,0,DTXSID8044886,DTXSID8044886,"5,5'-Bi-2-benzofuran-1,1',3,3'-tetrone",,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,"5-(1,3-dioxo-2-benzofuran-5-yl)-2-benzofuran-1,3-dione",C16H6O6,294.016438,"exposurepred, VBtoxcast",,,,,,,1,0.325121195,,,,,,,,,,,1,-0.788210849,6.27725859,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1728,293.01204-414.4,6158,293.01204,414.4,71.66666667,57.5,0,14.16666667,2411.70688,3831.996397,158.8914652,1010.078824,NA,2144.372348,3305.177915,154.1326495,115.1075768,NA,1.159391868,1.030874806,0,0,NA,0,NA,2,10,Unique,293.009162,9.82,C16H6O6,294.01644,M-H,2278.039614,0,1,DTXSID8044886,DTXSID8044886,"5,5'-Bi-2-benzofuran-1,1',3,3'-tetrone",,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,"5-(1,3-dioxo-2-benzofuran-5-yl)-2-benzofuran-1,3-dione",C16H6O6,294.016438,"exposurepred, VBtoxcast",,,,,,,1,0.325121195,,,,,,,,,,,1,-0.788210849,6.27725859,1,,,0,0,nurses1,1.7561484,0.677141578,2.593473003,0.010225643,1,0,neg,0,1
1729,293.13926-711.5,6122,293.13926,711.5,94.16666667,91.25,91.66666667,2.916666667,3449.875737,4585.37486,132.9142036,2274.681086,NA,4044.095242,5833.44082,144.2458813,2459.470924,NA,0.786049778,0.921441933,2799.133554,2869.584891,102.516898,2226.042618,NA,3,24059.40594,Multiple,293.140785,5.2,C17H19ClN4O,294.14806,M-H,3746.985489,74.70361341,0,DTXSID8044208,DTXSID8044208,"Alosetron,hydrochloride",,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,"5-methyl-2-[(5-methyl-1H-imidazol-4-yl)methyl]-3,4-dihydropyrido[4,3-b]indol-1-one",C17H19ClN4O,294.148061,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.806510286,3.958401073,3,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1730,293.21205-699,2758,293.21205,699,100,100,100,0,980914.5713,1041088.006,106.1344216,637185.2434,639183.5055,596821.1131,539221.8289,90.34898684,460835.3592,391280.6184,1.930723036,1.174716234,25349.47718,4448.432536,17.54841926,24820.52763,24986.54801,3,24324.32432,Unique,293.212219,0.58,C18H30O3,294.21949,M-H,788867.8422,3.213399739,0,DTXSID3075044,DTXSID3075044,"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol",1,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,"2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethanol",C18H30O3,294.219495,pellizzari,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,nurses1,0.721385255,0.19540416,3.691759963,0.000289376,1,0,neg,0,1
1731,293.24774-743.8,4988,293.24774,743.8,100,100,100,0,127783.0321,131428.6632,102.8529853,79792.02366,79834.9957,80805.84937,125685.8365,155.5405177,32793.90983,44340.53821,1.045691917,0.661261688,22975.73579,5961.651396,25.94759728,21844.45383,22256.56201,2,10,Unique,293.248604,2.95,C19H34O2,294.25588,M-H,104294.4407,22.02968406,0,DTXSID7020843,DTXSID7020843,"Methyl,linoleate",,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,"methyl (9Z,12Z)-octadeca-9,12-dienoate",C19H34O2,294.25588,"exposurepred, VBtoxcast",,,,,,,1,254.7840893,,,,,,,,,,,1,-2.503017886,14.40544942,7,,,0,0,nurses1,0.873932751,0.20296932,4.305738179,2.64E-05,1,0,neg,0,1
1732,293.24803-961.7,4988,293.24803,961.7,100,100,100,0,33971.99179,11601.44437,34.150027,32597.58152,31916.9998,30898.4555,11558.04011,37.40653026,29789.7844,28568.18893,1.00375533,0.912942921,33833.59944,5362.983637,15.85105849,34994.49618,33415.28854,2,10,Unique,293.248604,1.96,C19H34O2,294.25588,M-H,32435.22365,104.3112877,0,DTXSID7020843,DTXSID7020843,"Methyl,linoleate",,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,"methyl (9Z,12Z)-octadeca-9,12-dienoate",C19H34O2,294.25588,"exposurepred, VBtoxcast",,,,,,,1,254.7840893,,,,,,,,,,,1,-2.503017886,14.40544942,7,,,0,0,nurses1,0.18014079,0.074927978,2.404185914,0.017149094,1,0,neg,0,
1733,294.05516-204.7,6316,294.05516,204.7,27.5,21.25,8.333333333,6.25,183.8179905,623.9858332,339.4585217,0,NA,259.4986482,888.0807625,342.2294369,0,NA,0.702622846,0.99190334,9.90917176,34.3263779,346.4101615,0,NA,3,25714.28571,Multiple,294.055401,0.82,C12H13N3O4S,295.06268,M-H,221.6583194,4.470471395,0,DTXSID8049044,DTXSID8049044,"N-Acetyl,sulfamethoxazole",,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,"N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide",C12H13N3O4S,295.062677,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.830743987,5.984502717,2,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1734,294.14581-93.6,2367,294.14581,93.6,100,100,0,0,65102.33464,56593.60866,86.93022912,56290.42495,38411.86546,70089.54489,57607.54549,82.19135333,60542.72398,39707.00681,0.982399236,1.057656622,0,0,NA,0,NA,1,9,Unique,294.14593,0.41,C14H21N3O4,295.15321,M-H,67595.93977,0,0,DTXSID3032337,DTXSID3032337,Butralin,,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],"N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline",C14H21N3O4,295.153206,"P4Up, VBtoxcast",,,,,,,,,,,,,,,,1,3,,1,-2.912033327,7.379773404,13,,,0,0,NA,NA,NA,NA,NA,0,0,neg,1,
1735,295.11839-332.4,240,295.11839,332.4,98.33333333,98.75,41.66666667,-0.416666667,10824.19986,9576.69857,88.47488681,9040.626304,NA,9885.564233,6784.776705,68.63317606,9981.066509,NA,1.411497974,1.289097954,1066.433755,1613.627676,151.310634,0,NA,2,10,Unique,295.118712,1.09,C15H20O6,296.12599,M-H,10354.88204,10.29884986,0,DTXSID0027773,DTXSID0027773,"Trimethylolpropane,triacrylate",,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,"2,2-bis(prop-2-enoyloxymethyl)butyl prop-2-enoate",C15H20O6,296.125988,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.513498657,35.44047607,20,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1736,295.12097-620.6,240,295.12097,620.6,90.83333333,88.75,0,2.083333333,6010.883631,6822.666074,113.5052098,4483.309124,NA,7312.945143,7022.696211,96.03102543,5834.373276,NA,0.971516618,1.181963946,0,0,NA,0,NA,2,10,Unique,295.118712,7.65,C15H20O6,296.12599,M-H,6661.914387,0,0,DTXSID0027773,DTXSID0027773,"Trimethylolpropane,triacrylate",,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,"2,2-bis(prop-2-enoyloxymethyl)butyl prop-2-enoate",C15H20O6,296.125988,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.513498657,35.44047607,20,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1737,295.26387-1010,3054,295.26387,1010,100,100,100,0,887050.4544,797526.0734,89.90763372,621120.1093,639139.0974,784971.4624,575733.7526,73.34454565,641353.1131,618425.6925,1.385234181,1.225825764,5277.576097,4029.061642,76.34303263,5447.991953,3841.896332,3,23478.26087,Multiple,295.264254,1.3,C19H36O2,296.27153,M-H,836010.9584,0.631280732,0,DTXSID4029276,DTXSID4029276,"2-Propenoic,acid,,2-methyl,-,pentadecyl,ester",??,C=C(C)C(=O)OCCCCCCCCCCCCCCC,pentadecyl 2-methylprop-2-enoate,C19H36O2,296.27153,exposurepred,,,,,,,1,2.963052846,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1738,295.26387-1010,3691,295.26387,1010,100,100,100,0,887050.4544,797526.0734,89.90763372,621120.1093,639139.0974,784971.4624,575733.7526,73.34454565,641353.1131,618425.6925,1.385234181,1.225825764,5277.576097,4029.061642,76.34303263,5447.991953,3841.896332,3,23478.26087,Multiple,295.264254,1.3,C19H36O2,296.27153,M-H,836010.9584,0.631280732,0,DTXSID5025811,DTXSID5025811,"Methyl,(9Z)-octadec-9-enoate",??,CCCCCCCC/C=C\CCCCCCCC(=O)OC,methyl (Z)-octadec-9-enoate,C19H36O2,296.27153,"exposurepred, VBtoxcast",,,,,,,1,5.836989843,,,,,,,,,,,1,-2.90434198,3.440990892,6,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
